"Anderson, KY",21790,38.4,5446,7403,2709,2716,21122,9,297,57,8923,0,1,40,20,61,6,4,24,13,33,2,30,0,11141,10.5,18,0,41,116,11,25474,4009,13,146,7320,7585,15.3,288,6112,362,336,460,432,308,622,437,550,492,764,1249,1083,554,217,252,96,15047,715,51486,11,21421,2310,106.1,10468,10953,20314,433,31,105
"Bath, KY",11618,39.9,2866,3741,1609,2020,11597,8,162,0,0,1,1,14,8,36,4,2,14,7,10,0,11,0,5052,14.2,4,0,22,42,6,20060,2030,6,164,4211,4010,16.4,157,3198,742,379,325,366,339,292,153,245,61,372,316,285,222,16,20,26,12143,891,30574,25.1,11591,506,41.6,5751,5840,11130,152,29,17
"Boone, KY",118576,35.7,33579,43007,11477,4926,112514,61,2025,450,64721,4,7,278,175,463,160,28,194,129,236,25,229,11251,65035,9.5,182,1,154,810,65,45034,20003,439,642,37571,38767,15.5,4205,31862,1805,1346,1384,1457,1746,1327,2065,2034,1742,3504,5331,6813,4833,2291,1850,1194,15055,2044,67994,7.9,118811,32820,482.3,58782,60029,106955,2992,228,2534
"Boyd, KY",48527,41.8,10593,16380,7268,2602,48669,27,920,15,2030,0,8,99,35,265,48,25,95,56,111,5,253,2683,23062,8.9,136,0,446,1444,106,43687,7464,232,246,18160,18114,15.1,714,13367,2594,1501,1352,1314,1329,1207,1034,1018,998,1551,1809,2157,1167,504,479,345,15247,3335,37496,20.9,49542,-210,309.9,24622,24920,46463,1401,110,225
"Breathitt, KY",15575,40,3220,4689,1998,1516,15641,4,184,1,168,0,0,6,4,49,22,9,13,7,10,3,43,0,5739,11.7,3,0,18,46,3,31290,2708,6,0,5748,6048,11.9,89,3809,1470,791,768,333,339,367,248,284,184,342,355,233,72,56,17,60,11578,2031,23863,32,13878,-2222,28.2,6934,6944,13575,43,19,68
"Bullitt, KY",75653,38.2,18783,26138,7900,3786,73528,21,636,293,45515,2,3,205,38,152,49,8,63,41,74,7,99,1804,40148,10.8,89,1,419,951,78,27109,12741,179,312,25811,26626,17.1,1038,21121,1436,1388,1231,1499,1652,1281,1424,1870,1241,2731,3680,4192,2241,953,551,214,15040,2346,48344,10.7,74319,13083,250.2,36782,37537,71368,484,236,370
"Caldwell, KY",12870,42.6,2885,3966,2238,1980,12822,7,220,3,365,5,1,24,11,60,7,7,21,8,18,3,32,0,6940,9.3,34,1,83,143,18,29231,2022,47,36,4557,4917,16.5,129,3696,600,396,617,472,279,218,382,289,275,372,523,470,244,80,139,21,13360,608,35252,17.4,12984,-76,37.7,6258,6726,11952,668,19,33
"Carlisle, KY",5209,42.9,1154,1549,945,2375,5205,4,144,0,0,0,0,11,4,14,1,0,8,4,3,0,6,0,2370,8.8,0,0,0,0,0,26106,816,0,30,1907,2007,24.3,83,1454,264,200,282,158,91,152,111,137,81,288,102,153,71,11,27,41,12604,226,35853,15.7,5104,-247,26.9,2492,2612,4906,39,28,14
"Carter, KY",26771,39.3,6504,9460,2936,1778,27160,10,333,3,308,2,2,34,17,108,11,11,24,18,23,4,38,0,13713,12.4,15,0,148,241,31,22248,5000,78,184,9388,9912,16.7,321,7717,1377,1015,876,820,747,774,618,505,434,856,818,1039,373,169,95,139,13319,1836,33888,25,27720,831,67.7,13803,13917,26930,147,67,51
"Christian, KY",80938,28.9,21075,30707,8303,2580,79626,22,923,115,9220,0,2,92,72,254,42,16,98,60,100,11,158,2265,30097,11.5,249,1,772,1565,143,61206,9144,65,303,27272,25974,20.4,4541,18353,2766,1800,1859,1495,2259,1942,1844,1498,1092,2497,2307,2132,1037,493,320,295,13802,3984,35785,19,73955,1690,103.1,37482,36473,50709,15707,429,754
"Clinton, KY",9403,41.6,2451,3189,1612,2297,9443,4,164,0,0,1,2,14,14,38,5,3,10,7,14,5,26,233,4861,9.6,4,0,6,8,0,27180,1764,0,5,3449,3482,16.7,231,2879,946,442,349,395,259,239,188,380,143,152,160,300,81,0,30,10,10429,1130,25776,27.1,10272,638,52.1,5138,5134,9865,39,19,13
"Cumberland, KY",6706,43.8,1524,2032,1307,1810,6832,2,121,0,0,1,2,2,7,27,1,2,8,4,9,2,12,0,3095,12.3,0,0,3,1,2,17906,1014,23,19,2567,2546,20.1,63,1915,289,271,365,221,229,242,91,124,73,164,180,113,106,48,16,0,11518,460,26913,25.2,6856,-291,22.5,3366,3490,6508,178,8,9
"Edmonson, KY",11926,41.3,2657,3979,1769,2169,11941,2,170,0,0,0,1,21,3,29,2,1,8,0,8,0,20,0,5390,13.2,3,0,15,30,3,20191,2068,34,8,4627,4662,21.8,100,3461,579,515,258,329,336,369,250,235,308,378,397,509,146,62,29,20,12098,698,33550,20.8,12161,517,40.2,6071,6090,11733,169,37,25
"Fayette, KY",296545,33.7,62633,130236,31927,6594,287537,118,6004,822,92725,32,22,601,242,1201,154,185,631,431,1028,112,975,56033,155425,8.1,1802,12,2290,7478,611,46662,36110,3086,4540,94352,97146,19.6,20474,69661,10731,7258,7613,7040,6336,6558,5870,5829,4942,9472,11317,13808,8283,4992,4328,4175,14817,9198,46386,17.4,295803,35291,1042.8,145591,150212,216072,42972,755,9553
"Floyd, KY",41899,39.9,8874,13609,5470,2323,41965,16,474,2,272,1,6,48,15,184,52,19,44,28,74,5,128,0,15643,12.6,12,0,68,219,27,39196,6446,139,119,15313,16306,13.3,219,11052,2719,1578,1615,1478,1170,1056,862,667,551,1136,1250,966,621,340,228,158,12964,4257,29725,30.3,39451,-2990,100.3,19295,20156,38624,294,39,76
"Fulton, KY",6814,42.8,1368,2248,1243,2261,6918,5,264,1,35,1,1,6,11,35,4,2,11,5,9,0,13,0,2715,13.2,14,0,60,150,13,36859,1061,13,36,2395,2845,14,53,1751,532,340,329,209,195,250,115,216,205,229,127,216,61,67,40,10,12896,828,27524,27.8,6813,-939,33.2,3381,3432,4973,1609,18,45
"Grant, KY",25542,35.3,6923,8801,2694,2819,25088,15,277,32,5893,0,2,43,17,88,18,6,27,19,21,0,32,398,12915,11.6,5,0,59,126,11,25000,4717,38,123,8651,8617,18.3,577,6495,666,506,466,749,497,602,685,694,380,834,1165,873,490,219,163,84,13985,1505,42814,16.7,24662,2278,95.6,12301,12361,23545,178,57,80
"Grayson, KY",25581,39.7,6144,8501,4037,2150,25320,12,367,21,1675,4,1,76,27,103,12,11,39,15,20,0,58,52,11769,14.5,17,0,89,190,15,24852,4274,22,91,9130,9334,16.2,258,7103,1413,968,710,712,700,518,567,414,527,674,1078,768,322,112,94,71,13057,1583,31936,21,25746,1693,51.8,13052,12694,24885,264,49,61
"Greenup, KY",38020,42,8325,11578,7299,1980,37517,18,394,14,4656,2,2,35,15,101,10,6,40,19,32,6,84,1729,18134,9.9,34,0,134,213,22,35558,6466,61,274,13427,14438,14.8,284,10565,1407,1026,1269,1108,973,912,652,698,872,1390,1433,1422,794,279,290,200,16685,1801,39382,16,36910,19,107.2,17860,19050,35752,257,94,188
"Harlan, KY",30956,40.5,6685,9716,4305,1675,30999,10,384,0,0,3,3,30,13,98,24,12,35,14,35,6,56,116,11043,11.6,31,0,59,122,7,38711,5220,79,142,10740,11833,13.1,210,8165,2115,1612,1040,1152,821,766,492,604,553,804,982,771,291,235,150,67,13034,3173,26356,33.4,29278,-3924,62.9,14273,15005,28030,643,42,100
"Hart, KY",18396,40.1,4545,5748,2610,2410,18288,5,151,52,5448,0,0,24,11,64,6,6,13,8,19,0,24,730,8475,10.4,4,0,28,34,1,22111,2395,46,43,6619,6974,18.3,261,4928,1291,647,473,575,572,397,343,318,400,635,461,438,266,184,34,27,11862,1473,29989,25.3,18199,754,44.2,9001,9198,16771,885,31,36
"Henry, KY",16060,40.6,3823,4825,2153,3268,15842,9,240,28,3665,3,0,31,5,35,9,4,15,4,22,0,20,0,8018,10.1,5,1,12,28,5,22666,2958,68,74,5839,5837,21.4,447,4293,553,386,315,346,288,554,375,432,317,598,664,743,389,130,71,104,12818,935,42733,16.8,15416,356,53.9,7596,7820,14272,419,38,31
"Jackson, KY",13243,39.5,3182,4634,1824,1828,13399,5,122,0,0,1,2,13,14,30,2,5,5,4,5,3,14,0,4327,17.1,3,0,21,38,6,19321,2287,0,133,4937,5021,17.1,84,3843,1127,791,355,374,413,418,119,448,193,332,252,500,78,107,30,17,11597,1701,25634,30.7,13494,-1,39.1,6711,6783,13298,16,25,11
"Jessamine, KY",47589,35.8,12549,17857,5125,4697,45551,22,590,222,41954,4,2,163,64,164,31,18,58,41,76,12,88,3760,23245,9.3,91,0,368,1068,104,32904,7668,678,403,14970,16071,19.3,1353,13029,1296,1149,1149,712,1052,1085,770,825,687,1725,1912,1924,1117,578,584,465,14533,2031,46940,14.1,48586,9545,282.3,23668,24918,44336,1499,122,475
"Kenton, KY",158729,36,39946,59271,17249,4452,156399,70,2193,260,33793,2,8,343,122,413,117,49,237,125,366,38,333,10817,85123,10.5,601,3,1192,3442,349,45579,22264,751,1098,52820,56506,12.5,4225,40837,3956,3463,3092,2958,3083,3272,3214,3178,3396,5707,7405,9034,5022,2502,1915,2079,15302,4616,50957,13.2,159720,8256,996.7,78915,80805,143430,7359,294,1447
"Larue, KY",13663,40.2,3375,4605,2245,2740,13579,9,235,33,5727,0,1,37,19,24,6,1,16,3,16,0,16,0,7087,9.6,15,0,21,37,4,20056,2435,12,14,4765,5251,20.5,401,3942,602,355,354,380,416,268,260,262,307,492,496,501,182,176,52,45,12059,728,40679,16.8,14193,820,54.3,7038,7155,13096,444,37,25
"Lawrence, KY",16573,40.1,3681,5272,2245,1468,16338,6,131,0,0,0,2,19,3,52,13,0,11,8,14,0,33,0,6387,12.8,8,0,25,59,6,30780,2457,10,131,6061,6061,14.2,77,4474,850,731,701,572,434,495,496,266,179,272,285,365,216,111,13,68,13226,1439,30855,29.9,15860,291,38.2,7836,8024,15582,33,17,26
"Leslie, KY",11503,41.1,2418,3875,1600,797,11674,4,104,0,0,10,0,1,0,27,14,3,8,2,9,1,17,0,3745,13,0,0,0,0,0,36103,1891,0,0,4313,4496,12.6,40,3168,1027,714,323,347,274,274,378,221,207,245,388,212,148,34,8,4,12182,1446,26767,30.8,11310,-1091,28.2,5600,5710,11152,22,14,15
"Lincoln, KY",25172,39.5,6100,8250,3628,2378,25076,8,198,40,7046,1,0,42,15,60,12,1,16,7,22,1,32,0,10563,13.4,5,0,67,53,18,23295,4075,32,200,8953,9547,17.7,372,6970,1567,879,666,548,901,1064,575,419,405,1115,897,974,236,222,62,30,12336,1635,31306,24.2,24742,1381,74.1,12218,12524,23404,565,43,40
"Logan, KY",27174,40.2,6588,8512,4065,2661,27040,12,386,24,1751,1,3,43,43,96,16,6,37,16,31,4,43,488,12823,10.1,60,0,170,396,23,31072,4752,30,28,10043,10270,17.7,651,7471,1178,744,853,867,723,695,554,519,489,988,1009,1131,448,140,148,134,13586,1328,37329,18.4,26835,262,48.6,13130,13705,23934,1767,62,64
"McCreary, KY",17795,37.9,4117,7104,2263,2389,18199,5,130,0,0,1,2,5,11,47,3,3,10,9,7,3,27,0,6071,14.4,6,0,71,108,21,29652,3260,0,31,7332,6312,17.5,392,4492,1097,928,846,632,569,340,319,309,91,515,284,241,136,93,0,0,12392,2149,23163,35.4,18306,1226,42.9,9948,8358,16557,1009,129,25
"Madison, KY",83258,33.7,17850,35751,9007,2951,81334,39,906,186,14452,1,7,156,68,325,28,28,134,70,129,15,200,1974,43179,8.8,150,3,764,1955,82,31208,11879,442,629,25427,26004,19,1813,20899,3120,2317,1992,2036,1824,1735,1897,1470,1159,2320,2819,3151,1798,967,751,364,13903,3527,40241,19.2,82916,12044,189.6,40264,42652,74967,3611,250,758
"Marshall, KY",31200,44.3,6540,9495,5939,2551,31075,13,565,65,7075,3,0,76,41,109,20,10,35,16,36,1,49,0,15015,11.1,28,0,168,361,28,38658,4838,36,133,11606,11986,18.1,350,9278,960,800,991,781,1035,851,635,880,728,1255,1173,1499,780,171,131,152,15160,1099,41891,14.3,31448,1323,104.4,15466,15982,30669,49,59,88
"Mason, KY",17378,40.3,4265,5648,2737,2528,17174,11,292,27,3682,1,7,28,11,104,15,13,39,16,25,2,65,1623,8612,10.5,45,0,255,497,19,31381,2819,58,91,6072,6621,15.6,248,4791,869,574,543,528,491,293,241,361,243,657,600,616,426,138,96,129,11385,1262,37987,18.8,17490,690,72.8,8434,9056,15686,1120,36,101
"Menifee, KY",6593,40.6,1464,2014,1167,1881,6687,1,30,0,0,1,1,6,8,12,4,1,2,5,2,0,9,0,2640,17.5,0,0,0,2,0,20787,1126,0,43,2401,2692,17.3,51,1724,361,228,192,146,290,164,105,175,80,109,191,243,60,10,3,0,12795,545,27241,27.7,6306,-250,31,3147,3159,6056,116,6,7
"Metcalfe, KY",10063,40.7,2419,3224,1635,2333,10115,5,146,0,0,1,3,2,7,30,10,1,9,3,8,0,14,0,4294,14.1,3,0,21,35,8,23646,1771,26,0,3773,3782,20,115,2802,490,296,310,264,342,329,363,235,280,255,358,302,117,50,34,39,11230,501,29626,23.6,10099,62,34.9,5008,5091,9730,154,14,14
"Montgomery, KY",25835,38,6500,9456,3361,2524,25093,14,488,29,3280,0,4,52,31,117,19,6,37,20,35,3,71,888,12411,11.9,42,1,247,656,37,30031,4687,55,78,9074,9532,16.1,660,7264,1414,843,782,655,733,514,295,383,402,805,1001,1092,324,357,86,59,12914,1649,32964,21.1,26499,3945,134.3,12941,13558,24715,731,48,84
"Nelson, KY",43550,37.7,11285,14963,4931,3254,42342,19,725,146,17803,0,4,144,64,169,35,12,60,30,55,7,90,920,22179,11.7,54,0,179,472,28,33559,10106,114,132,14694,15348,18,888,11885,923,1111,778,844,993,1196,1022,990,837,1578,2291,2032,770,326,269,274,14757,1447,43498,15.8,43437,5960,104,21368,22069,39498,2183,54,218
"Ohio, KY",23534,39.1,5934,7770,3614,2002,23498,12,297,4,379,1,2,36,28,65,12,6,23,9,22,3,36,0,12911,9.2,14,1,62,79,8,29215,4039,27,41,8496,8995,16.8,844,6595,902,654,729,726,825,646,428,587,531,722,885,907,330,99,17,69,13792,1268,37965,17.4,23842,926,40.6,11912,11930,22531,196,50,51
"Owen, KY",11380,40.1,2663,3454,1539,2279,11295,4,123,10,699,0,7,10,1,31,5,4,6,5,6,0,9,2623,5505,9.6,2,0,30,29,3,18502,1907,42,4,4178,4241,21.3,246,3023,458,342,222,230,298,332,285,230,277,608,480,428,290,93,126,16,13643,407,38605,17.7,10841,294,30.9,5385,5456,10367,91,17,17
"Perry, KY",29136,40.2,6244,10135,3627,1218,29135,16,582,9,788,5,2,35,9,157,51,14,44,19,58,1,115,170,11799,11.3,24,0,42,186,11,41927,5314,4,104,10301,11017,15,185,7857,2037,1254,931,803,512,483,565,741,483,830,824,849,470,154,94,206,12607,2939,29660,27.7,28712,-678,84.5,14206,14506,27622,435,37,148
"Powell, KY",13566,38.7,3105,4317,2407,1926,13589,4,134,0,0,0,2,11,11,42,8,5,10,3,10,1,17,64,5795,15,5,0,32,55,1,25584,2478,28,0,5260,5136,17.3,132,3403,829,519,386,393,357,290,257,358,173,402,448,345,129,70,56,14,12268,1211,30954,30.8,12613,-624,70.5,6270,6343,12264,79,14,17
"Robertson, KY",2237,43.9,490,688,378,1783,2234,1,16,0,0,0,0,2,0,5,1,1,3,0,1,0,4,0,1082,9.5,0,0,0,0,0,7832,403,0,0,859,775,19,22,635,122,138,45,31,69,37,30,18,50,79,71,83,52,0,0,0,10614,153,35050,22.2,2282,16,22.8,1147,1135,2232,4,3,2
"Russell, KY",17377,42.2,3923,5545,2979,3100,17127,10,320,4,300,2,1,42,26,82,10,4,21,7,22,4,52,1600,8638,11.1,20,0,60,220,19,24954,3009,7,76,6341,6573,18.6,585,4989,1397,651,417,412,668,434,419,459,206,424,490,518,175,62,96,56,11671,1301,29421,25.3,17565,1250,69.2,8595,8970,16676,82,45,41
"Shelby, KY",42078,38.3,10443,14777,4887,4432,40322,16,733,109,18894,14,8,99,51,130,19,18,61,45,87,6,89,3875,22079,9.1,72,0,188,510,41,32884,6496,113,246,14330,14338,20.2,3812,11307,775,732,779,709,944,713,486,794,633,1308,1560,2330,1025,719,722,615,15564,1275,51439,12.4,42074,8737,110.8,20243,21831,34080,3146,116,258
"Spencer, KY",17737,38.9,4386,5880,1657,3295,16707,3,106,89,11974,0,1,52,4,25,6,5,12,7,14,0,18,384,9390,10.4,7,0,35,31,9,18247,0,102,37,6155,6008,19.9,239,4898,286,228,251,434,204,398,181,189,336,578,730,972,599,190,306,116,13246,497,63218,9.6,17061,5295,91.4,8659,8402,16278,258,32,70
"Trigg, KY",13290,44.2,3228,4110,2478,2583,13231,6,177,2,500,1,1,32,15,43,6,3,15,10,10,7,21,0,6426,12.2,17,0,61,96,13,30679,2127,10,34,4835,4844,18.2,175,4183,567,465,445,229,252,448,272,382,265,413,557,651,162,243,68,81,14455,544,42967,15.3,14339,1742,32.5,7039,7300,12675,1171,38,44
"Union, KY",14990,36.3,3447,5506,2013,2583,15158,7,267,7,484,1,3,24,17,63,12,5,14,8,10,8,32,321,8337,9.3,9,0,21,119,1,36649,2410,4,82,5615,5485,19.1,243,3852,514,410,341,436,324,570,374,287,226,570,689,651,297,81,41,0,14096,650,42252,16.7,15007,-630,43.8,7670,7337,12654,1808,28,51
"Washington, KY",11257,40.7,2714,3820,1548,2465,11365,6,244,2,170,0,1,29,14,39,18,2,16,5,13,2,19,0,5481,11.4,8,0,48,55,11,26108,1743,15,20,4063,4192,19.7,393,3189,427,193,435,228,303,154,193,253,229,417,373,465,174,128,51,94,13077,495,39742,16.6,11717,801,39.4,5736,5981,10401,742,10,31
"Whitley, KY",38813,38.1,8509,12568,5692,2459,38257,15,454,8,666,7,4,35,23,140,17,17,47,25,55,3,112,447,16161,11.7,38,0,127,338,37,33840,8226,146,189,13048,13870,13.7,310,9551,2318,1532,1625,860,880,876,758,591,731,901,813,983,317,251,139,107,13809,2943,26145,33.3,35637,-228,81.4,17328,18309,34521,205,98,129
"Woodford, KY",24986,41,6003,7844,3167,6968,24482,10,474,50,6143,24,3,62,32,67,10,9,33,17,75,10,52,0,13201,8.1,48,1,149,522,31,45678,4074,115,200,8844,8789,17.9,1680,7021,553,438,468,459,332,449,461,604,469,955,1129,1293,996,568,396,284,14625,507,52126,10.1,24939,1731,132.1,11969,12970,21556,1230,38,124
"LOUISIANA",4492076,35.8,1118015,1667563,554296,2058,4411546,1650,82817,11343,1765183,621,542,8746,3350,16762,3829,1424,7654,4473,11404,1056,11791,698413,2081675,7.5,28002,530,42802,104746,13067,43123,684873,14554,23771,1477029,1578261,22.8,192560,1160118,177071,124048,110523,102543,96469,92349,83271,79582,71863,127783,153376,177680,104682,55569,46087,41198,13333,283127,42460,17.6,4533372,64396,104.9,2219292,2314080,2734884,1452396,30579,70132
"Beauregard, LA",35419,36.6,9295,12488,4649,2233,34828,12,345,28,4916,42,6,52,16,99,29,4,50,17,45,3,62,0,14618,7.5,110,1,193,312,35,31857,5959,33,146,12420,12434,25.5,1003,9524,1059,875,856,693,993,825,817,672,787,1119,1427,1302,867,396,232,166,13694,2758,42167,14,35654,2668,30.8,18170,17484,28730,4655,356,224
"Catahoula, LA",10460,38.8,2350,3611,1586,1636,10424,6,143,9,1603,4,2,14,2,31,2,3,8,4,23,1,17,0,4330,10.1,150,0,53,138,19,28687,1674,14,9,3925,3870,26.4,90,2693,479,460,478,270,293,178,262,326,235,374,418,145,165,61,36,56,12569,910,29892,24.6,10407,-513,14.7,5505,4902,6946,3280,34,3
"De Soto, LA",26401,39.7,6650,8452,3706,2000,26247,12,465,0,0,13,11,46,13,67,13,5,34,9,23,1,30,0,11460,8.1,502,1,121,483,62,43103,4841,146,172,8802,9799,25.1,661,7385,1237,1017,653,571,534,659,683,388,309,917,779,858,511,167,379,128,13339,1465,34958,19.3,26656,1162,30.4,12862,13794,15092,10449,204,42
"Franklin, LA",19807,38.8,5317,6561,3286,1736,19996,10,260,35,6549,9,4,28,7,80,19,3,35,19,27,2,56,231,7876,11.2,11,0,58,93,8,26136,3313,14,57,6813,7608,26.5,196,5500,1072,954,711,606,477,392,534,338,346,636,491,502,467,147,101,82,12762,2001,30031,26.1,20767,-496,33.2,10072,10695,13853,6537,37,42
"Jefferson Davis, LA",31097,37.7,8398,10247,4259,1768,31061,17,493,91,11196,6,5,54,13,113,26,7,51,17,57,3,73,466,14690,6.3,139,6,154,602,46,29890,5839,79,26,10495,11442,23,538,8363,1186,1093,952,805,537,854,545,534,541,1312,981,1321,716,173,238,121,13294,2655,39359,16.4,31594,159,48.5,15467,16127,24835,5468,157,62
"Lafourche, LA",93682,36.5,23666,35403,11527,2433,92852,44,2215,204,39217,5,6,169,59,305,200,19,164,75,174,11,194,5475,48811,5.2,277,6,260,1670,104,40313,15005,117,411,32512,33851,21.4,3647,25651,3336,1962,2210,2148,1926,1887,1642,1346,1586,2372,3726,3959,2922,1238,633,777,14262,7068,47909,15.5,96318,6344,90.2,47324,48994,75080,12746,2703,709
"La Salle, LA",13964,37.9,3524,5299,2091,2318,13973,10,222,3,349,14,2,18,7,54,8,4,21,7,46,0,22,0,6839,6,29,2,21,64,6,35558,2607,0,18,5056,5001,24,331,3890,468,568,541,417,319,369,229,204,220,350,273,604,242,177,159,29,13957,604,41808,15.2,14890,608,23.8,7665,7225,12520,1769,152,28
"Ouachita, LA",151502,34.1,40373,56947,18633,2238,150025,57,2457,423,58009,14,20,348,140,708,101,63,358,177,436,34,587,8358,71778,7.7,758,11,2379,5884,337,38863,28233,614,1084,46770,53491,23,2760,39386,7277,5017,3539,3012,3791,3022,3026,2766,2188,4528,4793,5403,3003,1773,1411,1130,13195,7671,37928,20.8,153720,6470,251.8,73530,80190,91573,56216,381,1455
"St. Bernard, LA",40655,32.9,9177,14246,3754,1176,38241,9,785,24,2874,2,3,103,35,123,31,1,25,18,37,5,55,0,18403,7,139,6,446,851,95,44516,4645,58,149,12757,13612,17.3,3309,9140,997,1025,1276,929,864,953,788,661,701,1139,923,1354,713,318,266,86,13969,1459,36660,21.3,35897,-31332,95.1,18162,17735,24607,6350,260,690
"St. Charles, LA",51611,36.5,14208,18497,5100,0,51410,14,487,91,13360,1,11,100,36,110,82,10,45,36,87,16,66,2036,24126,7.2,172,4,434,822,103,57609,9535,66,149,16710,17812,18.1,2648,14356,1355,793,945,721,860,671,696,911,764,1391,1917,2999,1856,1004,812,485,14603,2662,56869,12,52780,4708,189.1,26085,26695,34925,14051,172,440
"St. Helena, LA",10551,39.5,2763,3584,1429,3044,10505,3,81,0,0,3,3,12,6,18,6,1,11,3,6,3,14,0,4304,13,86,1,77,146,36,20679,1208,0,52,3700,4100,29.9,99,2941,870,267,473,335,252,174,197,187,78,261,368,462,147,127,74,0,10374,1128,32014,21,11203,678,27.4,5521,5682,4999,5974,38,9
"St. James, LA",21054,37.9,5701,7383,2647,2598,21056,7,333,40,8399,1,0,17,24,50,37,1,29,7,19,4,27,0,9551,11.4,204,3,176,547,49,54608,4085,8,62,7026,7443,21.8,256,5944,574,436,320,526,373,436,426,393,309,723,878,842,605,358,259,111,13384,1249,46774,15.1,22102,886,91.5,10812,11290,10478,11180,45,31
"St. John the Baptist, LA",47086,35.5,12356,16316,4460,2881,47146,12,567,52,7920,1,4,61,25,120,48,12,54,32,51,10,74,2556,20994,10.1,161,11,382,1108,163,44236,6355,58,145,15494,16509,23.1,2175,12187,1231,874,851,965,1015,904,908,701,853,1171,1347,2422,1123,561,515,346,14198,2807,46380,15.9,45924,2880,215.5,22341,23583,18374,24576,144,322
"St. Landry, LA",92326,36.8,22680,27109,12873,1966,90983,41,1180,139,22778,7,18,156,59,300,56,17,135,56,143,14,285,18451,38783,8.3,168,9,342,916,117,33744,15095,111,319,30479,33470,21.5,1321,22021,6211,3888,2757,1996,1934,1390,1325,1608,1090,2131,2522,2687,1373,591,422,442,11420,7460,32877,25.3,83384,-4316,90.3,39876,43508,46025,34442,275,326
"St. Martin, LA",52217,36.3,13771,18239,5681,2408,51429,18,526,160,22227,1,5,113,56,129,44,5,46,44,80,6,72,3583,23982,7.3,257,1,44,555,4,27744,8404,30,158,17688,18404,26.7,1071,13938,2455,1385,1307,1297,1116,997,1351,606,934,1389,2033,2055,1225,541,532,206,12581,3423,39719,16.2,52160,3577,70.7,25697,26463,33831,16039,222,397
"St. Mary, LA",50815,37.5,13904,18688,6746,2239,51085,21,1111,56,7353,0,6,114,87,208,124,16,93,93,111,13,113,0,23132,9.3,438,3,399,1557,84,46336,9902,46,200,17522,18268,21.9,2920,14179,2063,1492,1569,1453,1253,1444,874,847,870,1502,1961,2098,1218,443,436,244,13991,5312,38437,18,54650,1150,98.4,26992,27658,31267,17765,994,948
"St. Tammany, LA",231495,39.3,60136,75575,28350,5399,225533,102,4303,578,112032,9,22,609,131,894,141,84,447,209,792,69,756,19744,109259,5.8,623,5,1143,3974,327,35786,35490,634,1071,76208,80204,20.1,10970,64033,4677,4016,3533,3939,3989,3900,3765,3381,4117,6836,9094,12073,8531,4481,3976,3717,14807,11293,58868,10.3,233740,42472,276.4,113973,119767,188317,26645,1160,2972
"Tangipahoa, LA",118688,33.6,30420,46311,13377,3895,114229,43,1424,526,71937,9,9,209,90,438,68,29,180,91,196,22,278,3692,53794,8.9,1668,3,3191,4822,383,31451,19402,222,507,37767,41247,23.3,4260,30668,6084,3291,3074,2757,2274,2532,2261,1680,2209,3332,4203,3973,2588,1093,761,558,12582,8458,37238,20.5,121097,20509,153,58800,62297,77807,36654,383,741
"Webster, LA",40544,40.3,9710,13227,6899,2564,40719,18,675,57,11052,13,9,72,31,157,25,10,77,35,54,6,87,229,20214,8,99,0,209,318,37,35618,7227,70,181,14141,15688,21.9,670,11178,2227,1610,1418,1248,1015,942,853,911,741,1264,1799,1501,649,327,267,182,13312,2801,34342,19.8,41207,-624,69.5,20041,21166,26067,13823,150,120
"MAINE",1318301,42.7,274533,432072,205617,2203,1316380,511,27599,3034,525284,751,90,5057,1660,6565,1199,761,1984,1611,3516,480,4783,149010,697251,7.9,1572,31,6559,24695,1179,37561,192563,5032,8767,471972,494483,10.8,16935,350621,40601,35342,33333,33344,30966,32130,29270,27812,27354,49371,62072,65405,33736,16237,14045,11599,14245,68827,45708,12.6,1328361,53438,43.1,650056,678305,1254297,15707,8568,13571
"Androscoggin, ME",106539,39.8,24308,37425,15781,2991,106765,29,1167,206,28396,17,4,387,148,459,74,39,152,108,177,25,402,5675,58283,8.1,159,2,493,1873,102,36190,16508,343,556,37276,39799,8.7,1669,28045,3471,2905,2835,2962,2485,2857,2437,2351,2233,3866,5242,5150,2411,952,855,478,14013,7050,40653,15,107702,3909,230.2,52716,54986,98931,3931,409,778
"Aroostook, ME",71488,45.3,14384,21249,13161,1155,71974,35,947,93,13196,121,7,210,99,364,177,33,90,71,109,11,250,1201,34176,9.7,41,1,283,940,48,32331,10755,115,312,26513,27295,11.5,667,19578,3460,2903,2393,2407,2018,1995,1796,1708,1534,2458,3183,2613,1231,390,337,234,13171,5809,34868,16.4,71870,-2068,10.8,35387,36483,68341,455,1225,312
"Cumberland, ME",278559,41,58894,98521,39768,4973,276227,112,12385,585,123852,72,13,1132,372,1479,218,239,655,541,1378,162,1302,46735,157071,6.3,456,6,1388,5611,282,44478,37564,1418,2740,96266,101840,9.6,5045,70778,7518,6058,4844,6024,5654,5979,5719,4785,5418,10563,12790,15251,8874,5347,4535,4783,14921,10696,52459,9.3,281674,16062,337.2,136684,144990,258468,6781,901,5769
"Franklin, ME",29735,43.4,6047,9984,4332,2629,29757,16,374,100,17593,18,2,97,27,162,17,20,34,27,50,7,103,10252,14097,9.8,39,1,178,597,23,31289,4004,107,154,10607,11135,11.4,315,8129,821,1088,969,733,851,786,776,687,582,1133,1227,1270,505,191,141,168,13604,1895,39827,16.2,30768,1301,18.1,15053,15715,29731,71,116,132
