"Adair, IA",7350,45.3,1725,2079,1639,2710,7555,9,221,4,635,1,1,22,2,30,10,2,10,4,13,0,18,376,4216,5.3,6,0,9,35,2,27350,949,0,19,2850,2841,11.9,101,2148,321,282,207,155,127,266,201,149,216,299,434,389,149,41,58,53,13180,245,47553,10.7,7682,-561,13.5,3807,3875,7507,11,4,22,0.029,0.027,0.017,0.01,0.01
"Adair, IA",7350,45.3,1725,2079,1639,2710,7555,9,221,4,635,1,1,22,2,30,10,2,10,4,13,0,18,376,4216,5.3,6,0,9,35,2,27350,949,0,19,2850,2841,11.9,101,2148,321,282,207,155,127,266,201,149,216,299,434,389,149,41,58,53,13180,245,47553,10.7,7682,-561,13.5,3807,3875,7507,11,4,22,0.44,0,0,0.297,0.249
"Adams, IA",3930,46.7,849,1067,852,2553,4072,4,80,2,205,0,1,9,8,24,6,2,8,3,6,0,17,134,2080,5.2,3,0,14,39,4,27444,540,0,25,1589,1555,12.4,37,1126,185,127,154,86,132,132,126,85,75,202,194,143,109,64,33,67,14074,127,38191,12.4,4029,-453,9.5,1994,2035,3922,8,19,24,0.059,0.037,0.029,0.026,0.011
"Adams, IA",3930,46.7,849,1067,852,2553,4072,4,80,2,205,0,1,9,8,24,6,2,8,3,6,0,17,134,2080,5.2,3,0,14,39,4,27444,540,0,25,1589,1555,12.4,37,1126,185,127,154,86,132,132,126,85,75,202,194,143,109,64,33,67,14074,127,38191,12.4,4029,-453,9.5,1994,2035,3922,8,19,24,0.568,0.432,0,0,0.281
"Allamakee, IA",14407,44,3310,4023,2671,2785,14421,9,481,34,3292,3,3,42,29,56,12,10,25,10,18,3,41,204,7740,8.3,2,0,2,22,1,27884,2283,17,21,5386,5080,15.5,757,3885,277,459,413,235,398,474,488,327,462,614,663,652,189,214,85,57,14691,449,44119,14.1,14330,-345,22.4,7310,7020,13325,113,36,34,0.112,0.079,0.023,0.016,0.013
"Allamakee, IA",14407,44,3310,4023,2671,2785,14421,9,481,34,3292,3,3,42,29,56,12,10,25,10,18,3,41,204,7740,8.3,2,0,2,22,1,27884,2283,17,21,5386,5080,15.5,757,3885,277,459,413,235,398,474,488,327,462,614,663,652,189,214,85,57,14691,449,44119,14.1,14330,-345,22.4,7310,7020,13325,113,36,34,0.003,0.507,0.493,0,0
"Appanoose, IA",12698,44.2,2894,3671,2532,2159,12975,5,180,8,673,2,6,21,17,64,31,8,21,10,24,2,39,575,6101,7.5,38,2,89,188,12,26044,2190,39,31,4587,5066,9.2,181,3529,633,611,423,483,508,420,402,303,267,440,449,382,146,99,85,115,12875,807,33663,19.3,12887,-834,25.9,6271,6616,12470,63,32,36,0.11,0.107,0.052,0.024,0.015
"Appanoose, IA",12698,44.2,2894,3671,2532,2159,12975,5,180,8,673,2,6,21,17,64,31,8,21,10,24,2,39,575,6101,7.5,38,2,89,188,12,26044,2190,39,31,4587,5066,9.2,181,3529,633,611,423,483,508,420,402,303,267,440,449,382,146,99,85,115,12875,807,33663,19.3,12887,-834,25.9,6271,6616,12470,63,32,36,0.005,0.002,0.547,0.453,0
"Audubon, IA",6032,47,1339,1544,1335,3469,6140,5,150,30,2492,2,1,27,9,21,21,0,12,2,9,0,15,0,3248,6,6,0,8,44,5,32084,889,0,17,2240,2418,15.9,37,1743,171,199,178,220,148,192,226,101,149,202,332,292,114,55,98,54,14425,195,45280,10,6119,-711,13.8,2957,3162,6007,10,8,25,0.265,0.15,0.088,0.053,0.029
"Audubon, IA",6032,47,1339,1544,1335,3469,6140,5,150,30,2492,2,1,27,9,21,21,0,12,2,9,0,15,0,3248,6,6,0,8,44,5,32084,889,0,17,2240,2418,15.9,37,1743,171,199,178,220,148,192,226,101,149,202,332,292,114,55,98,54,14425,195,45280,10,6119,-711,13.8,2957,3162,6007,10,8,25,0.011,0.003,0,0.625,0.375
"Benton, IA",26734,40.9,6646,7970,3962,3609,26628,18,502,16,3085,1,2,93,30,88,34,12,46,12,29,2,50,784,14704,6.4,4,0,50,141,3,27335,3975,83,84,9391,9188,10,275,7373,415,531,555,554,639,656,521,438,466,735,1388,1614,925,397,264,98,15898,798,56592,7.9,26076,768,36.4,13027,13049,25387,102,45,66,0.365,0.251,0.15,0.105,0.044
"Benton, IA",26734,40.9,6646,7970,3962,3609,26628,18,502,16,3085,1,2,93,30,88,34,12,46,12,29,2,50,784,14704,6.4,4,0,50,141,3,27335,3975,83,84,9391,9188,10,275,7373,415,531,555,554,639,656,521,438,466,735,1388,1614,925,397,264,98,15898,798,56592,7.9,26076,768,36.4,13027,13049,25387,102,45,66,0.017,0.014,0.007,0.006,0.56
"Benton, IA",26734,40.9,6646,7970,3962,3609,26628,18,502,16,3085,1,2,93,30,88,34,12,46,12,29,2,50,784,14704,6.4,4,0,50,141,3,27335,3975,83,84,9391,9188,10,275,7373,415,531,555,554,639,656,521,438,466,735,1388,1614,925,397,264,98,15898,798,56592,7.9,26076,768,36.4,13027,13049,25387,102,45,66,0,0.268,0.262,0.23,0.084
"Black Hawk, IA",129276,34.4,28496,51895,18483,3899,127369,45,1662,318,54658,5,5,283,164,543,110,49,243,133,241,33,345,9679,74564,6,691,2,1032,2741,218,39804,17650,901,964,39728,43096,11.9,4907,32110,4483,3728,3278,3373,3480,3040,2580,2966,2249,4603,5881,5563,2982,1487,920,753,15604,5838,42753,17.3,131090,3078,231.7,63708,67382,109968,11640,297,1707,0.022,0.018,0.012,0.009,0.003
"Black Hawk, IA",129276,34.4,28496,51895,18483,3899,127369,45,1662,318,54658,5,5,283,164,543,110,49,243,133,241,33,345,9679,74564,6,691,2,1032,2741,218,39804,17650,901,964,39728,43096,11.9,4907,32110,4483,3728,3278,3373,3480,3040,2580,2966,2249,4603,5881,5563,2982,1487,920,753,15604,5838,42753,17.3,131090,3078,231.7,63708,67382,109968,11640,297,1707,0.002,0.002,0.322,0.234,0.182
"Boone, IA",26072,40.8,6279,8200,4084,3757,26222,11,366,32,4261,1,4,72,32,70,31,9,41,15,33,4,58,1636,15456,5.6,95,0,107,232,13,32020,3815,51,132,9069,9776,9.8,505,7134,764,492,551,562,712,597,611,743,700,890,1252,1557,688,405,139,251,15264,1112,51678,8.2,26306,82,46,13202,13104,25194,206,81,88,0.038,0.023,0.018,0.013,0.011
"Boone, IA",26072,40.8,6279,8200,4084,3757,26222,11,366,32,4261,1,4,72,32,70,31,9,41,15,33,4,58,1636,15456,5.6,95,0,107,232,13,32020,3815,51,132,9069,9776,9.8,505,7134,764,492,551,562,712,597,611,743,700,890,1252,1557,688,405,139,251,15264,1112,51678,8.2,26306,82,46,13202,13104,25194,206,81,88,0.45,0,0,0.274,0.261
"Bremer, IA",23460,39.3,5513,8275,3973,3958,23505,15,564,59,12923,3,2,87,38,80,15,12,52,18,39,3,61,679,13765,5,74,1,40,153,9,33254,4766,83,113,7874,8168,10.5,239,6509,412,611,452,432,466,438,528,534,548,997,1375,1433,620,415,172,176,15339,457,54482,7.5,24276,951,55.7,11869,12407,23459,191,16,174,0.034,0.031,0.026,0.016,0.013
"Bremer, IA",23460,39.3,5513,8275,3973,3958,23505,15,564,59,12923,3,2,87,38,80,15,12,52,18,39,3,61,679,13765,5,74,1,40,153,9,33254,4766,83,113,7874,8168,10.5,239,6509,412,611,452,432,466,438,528,534,548,997,1375,1433,620,415,172,176,15339,457,54482,7.5,24276,951,55.7,11869,12407,23459,191,16,174,0.533,0.453,0.013,0,0.368
"Buchanan, IA",20910,39,5676,6332,3154,3770,20911,13,351,25,3757,2,1,82,42,81,30,11,38,11,24,3,42,932,10987,6.4,16,2,82,192,14,31807,2853,73,111,7351,7340,11.2,243,5661,444,489,430,395,659,385,536,395,435,802,1215,1133,580,223,129,141,15993,587,51052,10.9,20958,-135,36.7,10401,10557,20344,67,32,90,0.098,0.042,0.037,0.018,0.018
"Buchanan, IA",20910,39,5676,6332,3154,3770,20911,13,351,25,3757,2,1,82,42,81,30,11,38,11,24,3,42,932,10987,6.4,16,2,82,192,14,31807,2853,73,111,7351,7340,11.2,243,5661,444,489,430,395,659,385,536,395,435,802,1215,1133,580,223,129,141,15993,587,51052,10.9,20958,-135,36.7,10401,10557,20344,67,32,90,0.005,0.525,0.475,0,0
"Buena Vista, IA",19601,37.1,5056,6811,2849,3829,19573,19,640,12,1318,3,5,51,29,101,29,10,66,23,38,5,49,575,10845,5,47,0,120,316,20,33473,3910,61,116,6464,6530,16.7,4608,5027,526,497,399,419,451,783,454,559,392,857,809,749,280,151,98,155,14751,548,43864,15.2,20260,-151,35.2,10142,10118,13756,540,51,1141,0.219,0.096,0.026,0.023,0.022
"Buena Vista, IA",19601,37.1,5056,6811,2849,3829,19573,19,640,12,1318,3,5,51,29,101,29,10,66,23,38,5,49,575,10845,5,47,0,120,316,20,33473,3910,61,116,6464,6530,16.7,4608,5027,526,497,399,419,451,783,454,559,392,857,809,749,280,151,98,155,14751,548,43864,15.2,20260,-151,35.2,10142,10118,13756,540,51,1141,0.015,0.007,0.486,0.486,0.028
"Butler, IA",14341,43.8,3503,4161,2776,3511,14581,11,351,29,4989,4,2,35,20,66,25,6,24,5,20,1,24,330,8502,5.9,4,0,10,15,1,28982,1869,42,39,5431,5476,13.1,133,4323,342,436,354,444,420,379,274,390,293,661,788,773,350,93,123,97,14916,431,50400,10.3,14867,-438,25.6,7337,7530,14552,26,21,35,0.242,0.159,0.119,0.035,0.026
"Butler, IA",14341,43.8,3503,4161,2776,3511,14581,11,351,29,4989,4,2,35,20,66,25,6,24,5,20,1,24,330,8502,5.9,4,0,10,15,1,28982,1869,42,39,5431,5476,13.1,133,4323,342,436,354,444,420,379,274,390,293,661,788,773,350,93,123,97,14916,431,50400,10.3,14867,-438,25.6,7337,7530,14552,26,21,35,0.007,0.003,0.001,0.583,0.417
"Calhoun, IA",9671,47.8,2052,2454,2169,3811,9964,10,245,8,1606,0,3,27,13,48,24,1,27,4,14,0,30,207,5166,5.3,6,0,37,80,6,31534,1955,8,5,3812,3749,13.2,90,2780,208,504,324,295,268,290,252,294,172,352,405,530,164,112,38,85,13903,322,44833,11.2,9670,-1445,17,4697,4973,9470,22,19,21,0.285,0.244,0.217,0.066,0.063
"Calhoun, IA",9671,47.8,2052,2454,2169,3811,9964,10,245,8,1606,0,3,27,13,48,24,1,27,4,14,0,30,207,5166,5.3,6,0,37,80,6,31534,1955,8,5,3812,3749,13.2,90,2780,208,504,324,295,268,290,252,294,172,352,405,530,164,112,38,85,13903,322,44833,11.2,9670,-1445,17,4697,4973,9470,22,19,21,0.018,0.014,0.013,0.009,0.5
"Calhoun, IA",9671,47.8,2052,2454,2169,3811,9964,10,245,8,1606,0,3,27,13,48,24,1,27,4,14,0,30,207,5166,5.3,6,0,37,80,6,31534,1955,8,5,3812,3749,13.2,90,2780,208,504,324,295,268,290,252,294,172,352,405,530,164,112,38,85,13903,322,44833,11.2,9670,-1445,17,4697,4973,9470,22,19,21,0,0.29,0.25,0.224,0.067
"Carroll, IA",20674,42.3,5176,5947,3983,3681,20764,22,678,29,5279,2,4,124,39,158,51,18,78,22,57,7,104,900,12259,4.2,11,0,25,157,9,32012,3146,31,29,7323,7856,10.4,333,5593,717,604,422,447,581,591,448,411,350,759,1056,1085,592,182,207,162,14248,556,46086,9.8,20816,-605,36.6,10141,10675,20119,83,25,92,0.03,0.014,0.011,0.007,0.005
"Carroll, IA",20674,42.3,5176,5947,3983,3681,20764,22,678,29,5279,2,4,124,39,158,51,18,78,22,57,7,104,900,12259,4.2,11,0,25,157,9,32012,3146,31,29,7323,7856,10.4,333,5593,717,604,422,447,581,591,448,411,350,759,1056,1085,592,182,207,162,14248,556,46086,9.8,20816,-605,36.6,10141,10675,20119,83,25,92,0,0,0.284,0.244,0.19
"Cass, IA",13758,45.1,3188,3768,2907,3070,13854,10,586,11,2690,2,0,52,25,77,32,15,39,14,34,3,41,1122,7574,6.3,16,0,56,160,9,29585,2579,28,17,5165,5317,10.2,253,3885,438,527,443,395,366,494,340,514,288,593,640,491,360,57,90,84,14303,772,40358,13.1,13956,-728,24.7,6819,7137,13502,35,28,30,0.023,0.018,0.016,0.014,0.011
"Cass, IA",13758,45.1,3188,3768,2907,3070,13854,10,586,11,2690,2,0,52,25,77,32,15,39,14,34,3,41,1122,7574,6.3,16,0,56,160,9,29585,2579,28,17,5165,5317,10.2,253,3885,438,527,443,395,366,494,340,514,288,593,640,491,360,57,90,84,14303,772,40358,13.1,13956,-728,24.7,6819,7137,13502,35,28,30,0.38,0.02,0,0.29,0.263
"Cedar, IA",18006,42.4,4537,5374,2919,3678,17987,12,300,32,6454,2,2,74,29,67,31,6,25,14,28,1,54,555,11368,5.3,16,0,19,65,4,26709,3401,69,147,6515,6645,10.6,284,5181,310,279,503,328,447,407,354,608,369,870,914,1121,589,280,134,45,15169,360,52600,7.9,18499,312,31.9,9151,9348,17897,52,29,85,0.04,0.024,0.018,0.016,0.012
"Cedar, IA",18006,42.4,4537,5374,2919,3678,17987,12,300,32,6454,2,2,74,29,67,31,6,25,14,28,1,54,555,11368,5.3,16,0,19,65,4,26709,3401,69,147,6515,6645,10.6,284,5181,310,279,503,328,447,407,354,608,369,870,914,1121,589,280,134,45,15169,360,52600,7.9,18499,312,31.9,9151,9348,17897,52,29,85,0.557,0.443,0,0,0.282
"Cerro Gordo, IA",43609,43.3,9491,13473,7761,3588,43927,27,994,51,9472,7,2,120,54,241,66,31,100,62,93,17,138,2814,25115,6.9,41,1,179,788,45,35124,6249,113,52,15138,17023,9.1,1694,11786,1031,1673,1183,1273,1175,1256,1069,1099,1010,1904,2099,2260,1181,422,376,388,15103,1532,44494,10.6,44151,-2296,77.7,21542,22609,40876,578,91,377,0.079,0.051,0.049,0.034,0.018
"Cerro Gordo, IA",43609,43.3,9491,13473,7761,3588,43927,27,994,51,9472,7,2,120,54,241,66,31,100,62,93,17,138,2814,25115,6.9,41,1,179,788,45,35124,6249,113,52,15138,17023,9.1,1694,11786,1031,1673,1183,1273,1175,1256,1069,1099,1010,1904,2099,2260,1181,422,376,388,15103,1532,44494,10.6,44151,-2296,77.7,21542,22609,40876,578,91,377,0.008,0.504,0.496,0,0
"Cherokee, IA",11409,47,2555,3161,2518,3796,11681,12,329,12,1890,2,3,37,22,70,21,9,27,7,15,4,38,286,6763,4.7,1,0,17,96,5,34258,1788,29,42,4323,4524,11.1,274,3384,190,353,389,529,337,322,258,383,251,561,570,689,229,88,123,55,15178,187,44474,9.7,12072,-963,20.9,5954,6118,11553,66,32,62,0.187,0.142,0.02,0.019,0.014
"Cherokee, IA",11409,47,2555,3161,2518,3796,11681,12,329,12,1890,2,3,37,22,70,21,9,27,7,15,4,38,286,6763,4.7,1,0,17,96,5,34258,1788,29,42,4323,4524,11.1,274,3384,190,353,389,529,337,322,258,383,251,561,570,689,229,88,123,55,15178,187,44474,9.7,12072,-963,20.9,5954,6118,11553,66,32,62,0.006,0.006,0.546,0.454,0
"Chickasaw, IA",12017,43.7,3035,3379,2137,3623,12160,11,405,7,1536,1,0,62,30,49,28,4,28,4,20,0,37,742,6672,7.3,6,1,6,15,1,31073,2175,22,58,4625,4518,12.2,269,3490,234,293,377,414,478,310,404,267,285,503,591,601,237,60,54,59,14141,226,43990,9.3,12439,-656,24.7,6255,6184,12048,41,10,40,0.268,0.238,0.095,0.045,0.03
"Chickasaw, IA",12017,43.7,3035,3379,2137,3623,12160,11,405,7,1536,1,0,62,30,49,28,4,28,4,20,0,37,742,6672,7.3,6,1,6,15,1,31073,2175,22,58,4625,4518,12.2,269,3490,234,293,377,414,478,310,404,267,285,503,591,601,237,60,54,59,14141,226,43990,9.3,12439,-656,24.7,6255,6184,12048,41,10,40,0.01,0.005,0.003,0.601,0.389
"Clarke, IA",9086,40.2,2346,2826,1523,2313,9068,6,208,60,4336,0,1,12,12,43,6,1,14,8,14,0,29,0,4838,7.8,12,0,32,144,10,30195,1720,4,20,3303,3447,10.9,927,2461,197,253,306,212,238,119,216,275,199,480,397,408,160,51,155,24,13600,210,42384,12,9286,153,21.5,4626,4660,8208,39,29,37,0.363,0.278,0.158,0.101,0.027
"Clarke, IA",9086,40.2,2346,2826,1523,2313,9068,6,208,60,4336,0,1,12,12,43,6,1,14,8,14,0,29,0,4838,7.8,12,0,32,144,10,30195,1720,4,20,3303,3447,10.9,927,2461,197,253,306,212,238,119,216,275,199,480,397,408,160,51,155,24,13600,210,42384,12,9286,153,21.5,4626,4660,8208,39,29,37,0.016,0.014,0.005,0,0.58
"Clarke, IA",9086,40.2,2346,2826,1523,2313,9068,6,208,60,4336,0,1,12,12,43,6,1,14,8,14,0,29,0,4838,7.8,12,0,32,144,10,30195,1720,4,20,3303,3447,10.9,927,2461,197,253,306,212,238,119,216,275,199,480,397,408,160,51,155,24,13600,210,42384,12,9286,153,21.5,4626,4660,8208,39,29,37,0,0.285,0.284,0.151,0.145
"Clay, IA",16617,42.5,3830,4980,3159,3610,16676,12,602,16,3506,1,3,65,32,114,36,16,31,23,39,5,55,2129,9610,5.8,2,0,166,266,4,34629,2460,5,42,6008,6183,11.6,477,4596,398,528,434,502,537,401,461,634,492,607,1038,697,376,137,150,56,14075,484,44294,9,16667,-705,29.4,8171,8496,15843,69,38,99,0.024,0.016,0.015,0.014,0.008
"Clay, IA",16617,42.5,3830,4980,3159,3610,16676,12,602,16,3506,1,3,65,32,114,36,16,31,23,39,5,55,2129,9610,5.8,2,0,166,266,4,34629,2460,5,42,6008,6183,11.6,477,4596,398,528,434,502,537,401,461,634,492,607,1038,697,376,137,150,56,14075,484,44294,9,16667,-705,29.4,8171,8496,15843,69,38,99,0,0,0.352,0.294,0.129
"Clayton, IA",17463,45,4204,4850,3390,3108,17667,15,603,21,3616,5,0,61,30,82,34,9,36,6,29,2,54,684,9940,7.6,13,0,20,21,4,28645,2147,18,39,6545,6613,12.5,306,5020,499,415,537,606,519,476,385,308,471,881,955,936,349,107,83,88,13620,472,43387,11.3,18129,-549,23.3,9079,9050,17563,61,20,42,0.031,0.031,0.02,0.013,0.011
"Clayton, IA",17463,45,4204,4850,3390,3108,17667,15,603,21,3616,5,0,61,30,82,34,9,36,6,29,2,54,684,9940,7.6,13,0,20,21,4,28645,2147,18,39,6545,6613,12.5,306,5020,499,415,537,606,519,476,385,308,471,881,955,936,349,107,83,88,13620,472,43387,11.3,18129,-549,23.3,9079,9050,17563,61,20,42,0.49,0,0,0.307,0.269
"Clinton, IA",48934,41.4,11590,15174,8110,3406,49129,26,891,80,12836,4,7,115,56,195,74,19,85,39,59,6,137,10200,27832,6.8,211,1,379,907,97,35357,8292,41,297,17038,18011,8.6,1243,13193,1178,1386,1320,1214,1248,1255,1259,1545,1112,1813,2438,2637,1293,421,312,246,15473,1881,47020,11.9,49116,-1033,70.7,24165,24951,45454,1291,121,280,0.046,0.041,0.03,0.018,0.011
"Clinton, IA",48934,41.4,11590,15174,8110,3406,49129,26,891,80,12836,4,7,115,56,195,74,19,85,39,59,6,137,10200,27832,6.8,211,1,379,907,97,35357,8292,41,297,17038,18011,8.6,1243,13193,1178,1386,1320,1214,1248,1255,1259,1545,1112,1813,2438,2637,1293,421,312,246,15473,1881,47020,11.9,49116,-1033,70.7,24165,24951,45454,1291,121,280,0.514,0.486,0,0,0.323
"Crawford, IA",16416,38.4,4516,5280,2701,3115,16479,13,407,20,3174,3,2,55,20,77,50,8,38,11,20,6,39,470,9510,4.4,11,1,9,62,5,33286,3246,3,57,5838,5710,14.6,4131,4361,512,326,298,604,461,376,382,512,343,751,725,759,243,100,61,84,14132,640,42916,12.3,17096,154,23.9,8685,8411,12541,208,59,104,0.09,0.034,0.02,0.017,0.017
"Crawford, IA",16416,38.4,4516,5280,2701,3115,16479,13,407,20,3174,3,2,55,20,77,50,8,38,11,20,6,39,470,9510,4.4,11,1,9,62,5,33286,3246,3,57,5838,5710,14.6,4131,4361,512,326,298,604,461,376,382,512,343,751,725,759,243,100,61,84,14132,640,42916,12.3,17096,154,23.9,8685,8411,12541,208,59,104,0.007,0.451,0.417,0.132,0
"Dallas, IA",61950,34.3,19221,24925,5012,3343,57115,31,816,265,55744,6,1,185,36,267,47,24,155,45,139,18,157,6659,34706,5.1,71,0,209,643,46,42380,12822,274,304,19794,20060,10.1,4059,17694,723,765,687,767,1039,986,1050,730,901,1700,2403,3129,2492,1216,1370,1103,15893,1020,71854,6,66135,25385,112.4,32349,33786,58630,918,127,1662,0.207,0.067,0.038,0.029,0.029
"Dallas, IA",61950,34.3,19221,24925,5012,3343,57115,31,816,265,55744,6,1,185,36,267,47,24,155,45,139,18,157,6659,34706,5.1,71,0,209,643,46,42380,12822,274,304,19794,20060,10.1,4059,17694,723,765,687,767,1039,986,1050,730,901,1700,2403,3129,2492,1216,1370,1103,15893,1020,71854,6,66135,25385,112.4,32349,33786,58630,918,127,1662,0.008,0.008,0.575,0.417,0.008
"Davis, IA",8562,38.6,2550,2441,1424,2347,8549,3,125,3,306,0,1,24,9,31,4,5,7,4,11,1,21,0,3955,7.9,18,0,6,8,0,26290,1236,10,36,3050,3043,14.6,85,2300,238,240,142,226,195,122,191,241,218,367,385,221,184,152,111,57,14742,187,42741,14.9,8753,212,17.4,4340,4413,8556,7,19,24,0.316,0.072,0.072,0.07,0.047
"Davis, IA",8562,38.6,2550,2441,1424,2347,8549,3,125,3,306,0,1,24,9,31,4,5,7,4,11,1,21,0,3955,7.9,18,0,6,8,0,26290,1236,10,36,3050,3043,14.6,85,2300,238,240,142,226,195,122,191,241,218,367,385,221,184,152,111,57,14742,187,42741,14.9,8753,212,17.4,4340,4413,8556,7,19,24,0.002,0.002,0,0.58,0.42
"Decatur, IA",8231,38.2,1918,2886,1451,2060,8321,6,107,4,195,0,0,21,5,27,4,4,6,2,10,2,21,0,4113,6.7,4,0,5,36,3,21961,1148,21,40,2748,2812,13.2,181,2076,416,402,270,180,255,219,175,190,179,351,293,197,122,21,68,38,14051,510,32242,21.1,8457,-232,15.9,4238,4219,7946,152,33,59,0.348,0.256,0.161,0.147,0.038
"Decatur, IA",8231,38.2,1918,2886,1451,2060,8321,6,107,4,195,0,0,21,5,27,4,4,6,2,10,2,21,0,4113,6.7,4,0,5,36,3,21961,1148,21,40,2748,2812,13.2,181,2076,416,402,270,180,255,219,175,190,179,351,293,197,122,21,68,38,14051,510,32242,21.1,8457,-232,15.9,4238,4219,7946,152,33,59,0.008,0.008,0.008,0.004,0.502
"Decatur, IA",8231,38.2,1918,2886,1451,2060,8321,6,107,4,195,0,0,21,5,27,4,4,6,2,10,2,21,0,4113,6.7,4,0,5,36,3,21961,1148,21,40,2748,2812,13.2,181,2076,416,402,270,180,255,219,175,190,179,351,293,197,122,21,68,38,14051,510,32242,21.1,8457,-232,15.9,4238,4219,7946,152,33,59,0.013,0.355,0.221,0.192,0.103
"Delaware, IA",17205,42.1,4483,5062,2860,3801,17445,11,527,10,1300,4,0,84,39,75,30,8,33,10,30,3,40,571,10735,5.9,38,0,28,47,6,31506,2995,52,78,6309,6246,11.4,139,4984,381,454,537,397,506,344,392,308,517,691,923,987,400,182,88,80,14004,355,48574,9.3,17764,-640,30.7,8875,8889,17408,48,18,49,0.021,0.008,0.006,0.003,0.002
"Delaware, IA",17205,42.1,4483,5062,2860,3801,17445,11,527,10,1300,4,0,84,39,75,30,8,33,10,30,3,40,571,10735,5.9,38,0,28,47,6,31506,2995,52,78,6309,6246,11.4,139,4984,381,454,537,397,506,344,392,308,517,691,923,987,400,182,88,80,14004,355,48574,9.3,17764,-640,30.7,8875,8889,17408,48,18,49,0.02,0,0.304,0.283,0.208
"Des Moines, IA",41058,41.5,9343,12453,7157,3287,40700,22,841,33,5442,2,4,100,54,211,56,16,74,36,58,7,136,8682,20776,7.6,241,1,280,1218,98,39924,6481,71,110,14203,15445,8.7,1042,10919,1167,961,1255,1423,1141,1109,979,1143,773,1522,1830,2095,813,379,330,206,15927,1982,41273,12.8,40325,-2026,96.9,19600,20725,36059,2048,99,290,0.016,0.014,0.009,0.009,0.008
"Des Moines, IA",41058,41.5,9343,12453,7157,3287,40700,22,841,33,5442,2,4,100,54,211,56,16,74,36,58,7,136,8682,20776,7.6,241,1,280,1218,98,39924,6481,71,110,14203,15445,8.7,1042,10919,1167,961,1255,1423,1141,1109,979,1143,773,1522,1830,2095,813,379,330,206,15927,1982,41273,12.8,40325,-2026,96.9,19600,20725,36059,2048,99,290,0.467,0,0,0.285,0.238
"Dickinson, IA",16623,48.1,3227,4433,3582,3538,16616,17,506,92,19670,4,2,104,37,110,39,17,43,44,43,9,54,6206,9381,6.8,9,1,52,166,3,29640,2645,24,86,6428,6589,11.3,178,4857,500,441,489,410,530,498,351,374,477,898,949,1089,468,181,195,229,15360,424,50069,8.4,16667,243,43.8,8260,8407,16255,29,13,72,0.038,0.028,0.022,0.012,0.01
"Dickinson, IA",16623,48.1,3227,4433,3582,3538,16616,17,506,92,19670,4,2,104,37,110,39,17,43,44,43,9,54,6206,9381,6.8,9,1,52,166,3,29640,2645,24,86,6428,6589,11.3,178,4857,500,441,489,410,530,498,351,374,477,898,949,1089,468,181,195,229,15360,424,50069,8.4,16667,243,43.8,8260,8407,16255,29,13,72,0.512,0.488,0,0,0.273
"Dubuque, IA",93072,38.6,22252,31926,14466,3395,92046,42,2230,548,69097,16,7,304,155,441,120,54,207,105,170,40,255,35788,53627,6,417,0,576,1541,96,37664,14113,292,604,31044,32426,9.4,1807,24103,1975,1904,2292,2099,2492,2206,2330,1908,2047,3493,4446,4722,2253,1132,786,877,15316,2600,46894,9.5,93653,4510,154,46132,47521,86981,2486,178,878,0.097,0.058,0.024,0.024,0.019
"Dubuque, IA",93072,38.6,22252,31926,14466,3395,92046,42,2230,548,69097,16,7,304,155,441,120,54,207,105,170,40,255,35788,53627,6,417,0,576,1541,96,37664,14113,292,604,31044,32426,9.4,1807,24103,1975,1904,2292,2099,2492,2206,2330,1908,2047,3493,4446,4722,2253,1132,786,877,15316,2600,46894,9.5,93653,4510,154,46132,47521,86981,2486,178,878,0.005,0.522,0.474,0.004,0
"Emmet, IA",10241,41,2370,3192,1837,3594,10357,9,234,25,3744,2,1,46,20,50,26,8,20,2,21,2,34,61,5758,7.2,13,0,56,97,9,34308,1718,16,12,3697,3825,11.8,763,2684,270,340,284,307,189,245,296,305,243,426,519,529,179,66,62,69,14988,546,42979,11.3,10302,-725,26,5143,5159,9319,65,69,44,0.122,0.114,0.027,0.025,0.02
"Emmet, IA",10241,41,2370,3192,1837,3594,10357,9,234,25,3744,2,1,46,20,50,26,8,20,2,21,2,34,61,5758,7.2,13,0,56,97,9,34308,1718,16,12,3697,3825,11.8,763,2684,270,340,284,307,189,245,296,305,243,426,519,529,179,66,62,69,14988,546,42979,11.3,10302,-725,26,5143,5159,9319,65,69,44,0.01,0.002,0.56,0.44,0
"Fayette, IA",20164,43.2,4691,6233,3972,3374,20484,15,433,5,941,5,2,62,30,90,33,11,48,15,38,2,59,478,10875,7.4,23,0,56,81,9,29524,3865,12,54,7142,7481,11,380,5596,764,649,709,628,657,483,510,595,320,890,812,945,331,158,114,75,14226,857,41809,12.9,20880,-1128,28.6,10432,10448,19987,198,21,107,0.24,0.18,0.144,0.027,0.018
"Fayette, IA",20164,43.2,4691,6233,3972,3374,20484,15,433,5,941,5,2,62,30,90,33,11,48,15,38,2,59,478,10875,7.4,23,0,56,81,9,29524,3865,12,54,7142,7481,11,380,5596,764,649,709,628,657,483,510,595,320,890,812,945,331,158,114,75,14226,857,41809,12.9,20880,-1128,28.6,10432,10448,19987,198,21,107,0.006,0.006,0.003,0.526,0.469
