"Crenshaw, AL",0.003374,0.451372,0.002874,0.002627,0.006168,0.035926,0.00348,0.004647,0.000815,0.000066,0.000048,0.225806,0.003891,0.00437,0.002981,0.003743,0.007022,0,0.001916,0.001879,0.001211,0.001018,0.001647,0,0.003205,0.273632,0.000732,0.002611,0.001702,0.001516,0.000942,0.420774,0.003399,0.004524,0.003064,0.003548,0.004082,0.249417,0.00012,0.003912,0.010334,0.00771,0.00705,0.00483,0.004713,0.005264,0.003904,0.003354,0.003755,0.004786,0.003125,0.003451,0.001461,0.001805,0.00096,0.001769,0.675673,0.007537,0.110517,0.382222,0.003378,0.258262,0.00284,0.003273,0.003482,0.00738,0.004196,0.001107,0.000747,0.944086,0.103
"Cullman, AL",0.020077,0.431421,0.016232,0.016126,0.035397,0.062698,0.020602,0.034387,0.006184,0.001596,0.001501,0.16129,0.019455,0.032442,0.0308,0.026693,0.03125,0.013046,0.016802,0.011482,0.009282,0.009165,0.019045,0.001353,0.018792,0.278607,0.00442,0.002611,0.008695,0.008523,0.003273,0.351648,0.0175,0.010942,0.007313,0.022398,0.023021,0.219114,0.002064,0.022789,0.034752,0.034068,0.030012,0.025561,0.028967,0.02472,0.026701,0.021245,0.023828,0.025296,0.024407,0.018318,0.014575,0.013165,0.009884,0.006413,0.787831,0.020361,0.170744,0.353333,0.019628,0.261139,0.013674,0.019473,0.019781,0.055208,0.001104,0.007922,0.001356,0.653763,0.345
"Dale, AL",0.011816,0.336658,0.010862,0.010879,0.017392,0.035572,0.012316,0.012082,0.001518,0.009043,0.004355,0.139785,0.027237,0.01328,0.007948,0.011556,0.01264,0.007828,0.007222,0.007098,0.008636,0.01222,0.006897,0.000931,0.009887,0.263682,0.005181,0,0.007622,0.007724,0.003318,0.636072,0.009,0.003893,0.007109,0.012935,0.013513,0.184149,0.001685,0.013895,0.019146,0.017931,0.019587,0.013657,0.015814,0.015712,0.014203,0.020032,0.017734,0.016289,0.014787,0.013421,0.011061,0.006865,0.004029,0.003066,0.675836,0.018727,0.212372,0.284444,0.012259,0.259207,0.011197,0.012162,0.012355,0.026412,0.012481,0.007204,0.00211,0.827957,0.207
"Dallas, AL",0.010288,0.376559,0.010094,0.008419,0.017226,0.0278,0.010913,0.011152,0.002107,0.002394,0.001542,0.139785,0.019455,0.009413,0.010432,0.015055,0.004565,0.006523,0.006632,0.006681,0.003874,0.007128,0.011221,0,0.007451,0.701493,0.009922,0.013055,0.017389,0.015557,0.011523,0.380762,0.011204,0.000789,0.006945,0.009906,0.012539,0.111888,0.000182,0.01158,0.037094,0.024675,0.021346,0.014711,0.015529,0.013673,0.012149,0.009941,0.008859,0.008576,0.009486,0.008186,0.006597,0.004302,0.002786,0.002123,0.67077,0.029833,0.059093,0.702222,0.010688,0.255274,0.005592,0.009914,0.011455,0.009348,0.039231,0.00165,0.000589,0.8,0.154
"Elmore, AL",0.019452,0.379052,0.01629,0.01769,0.026563,0.043934,0.019601,0.020446,0.003036,0.008511,0.008276,0.107527,0.054475,0.028576,0.014903,0.017497,0.005969,0.009132,0.010759,0.009603,0.007506,0.004073,0.011427,0.011568,0.017802,0.258706,0.004215,0.005222,0.011538,0.013279,0.002959,0.352792,0.017541,0.018255,0.009437,0.021489,0.020691,0.198135,0.001271,0.021283,0.018032,0.017489,0.015221,0.018254,0.016503,0.021869,0.015966,0.020526,0.017956,0.022997,0.023072,0.023118,0.018619,0.019256,0.011552,0.00715,0.799815,0.015676,0.308664,0.24,0.019358,0.272406,0.016026,0.018967,0.019746,0.044005,0.020503,0.005534,0.002047,0.86129,0.184
"Escambia, AL",0.009184,0.413965,0.007553,0.00811,0.015747,0.035522,0.009586,0.016729,0.002902,0.000465,0.000245,0.204301,0.031128,0.012775,0.009687,0.015137,0.008778,0.01696,0.008548,0.004384,0.003551,0.002037,0.007309,0,0.007135,0.393035,0.005473,0.007833,0.005152,0.007515,0.0026,0.411485,0.008028,0.002788,0.007558,0.011114,0.010343,0.198135,0.000427,0.00982,0.022464,0.016179,0.016329,0.013657,0.010166,0.015818,0.009702,0.011034,0.011487,0.008989,0.010743,0.007025,0.006136,0.002707,0.001999,0.001917,0.718924,0.020901,0.106132,0.413333,0.009343,0.257874,0.005054,0.009679,0.009011,0.017374,0.015758,0.025009,0.000364,0.951613,0.099
"Etowah, AL",0.025449,0.438903,0.020889,0.020964,0.046521,0.050728,0.026362,0.026952,0.004767,0.006982,0.006598,0.075269,0.027237,0.025046,0.026826,0.033529,0.016503,0.020874,0.022402,0.013779,0.011622,0.013238,0.031089,0.004112,0.022061,0.308458,0.010947,0.010444,0.017413,0.022955,0.008967,0.390969,0.022257,0.01252,0.01626,0.027338,0.030863,0.165501,0.00206,0.0291,0.045475,0.047268,0.047032,0.039193,0.038965,0.041418,0.037248,0.035364,0.032413,0.027307,0.02889,0.026627,0.022492,0.017725,0.00853,0.007018,0.774431,0.03048,0.183165,0.306667,0.025498,0.259045,0.024407,0.024826,0.026164,0.0613,0.020369,0.008699,0.002656,0.802151,0.226
"Fayette, AL",0.004256,0.496259,0.003335,0.003195,0.008352,0.02866,0.004494,0.005576,0.001121,0.000199,0.000117,0.172043,0.007782,0.004539,0.005216,0.004639,0.007374,0.003914,0.002506,0.001253,0.001372,0.002037,0.005662,0,0.003279,0.427861,0.000732,0.002611,0.001678,0.00197,0.00148,0.316677,0.003433,0.00021,0.000327,0.004813,0.005347,0.156177,0.00012,0.004961,0.009662,0.010689,0.005148,0.005995,0.006388,0.007729,0.0074,0.005585,0.007732,0.007732,0.003691,0.003957,0.002372,0.00224,0.001228,0.000398,0.731343,0.007676,0.13658,0.36,0.004193,0.256659,0.003428,0.004153,0.004233,0.010946,0.002539,0.00101,0.000146,0.824731,0.172
"Franklin, AL",0.007626,0.379052,0.006846,0.0066,0.012922,0.035606,0.007869,0.016729,0.002133,0.000798,0.000786,0.129032,0.011673,0.005883,0.011923,0.009766,0.008076,0.005871,0.007811,0.004175,0.00226,0,0.007103,0,0.006485,0.343284,0.001873,0.002611,0.002867,0.003458,0.001435,0.373172,0.007852,0.006891,0.004126,0.008626,0.008933,0.249417,0.002815,0.008842,0.01463,0.016772,0.012758,0.013927,0.010945,0.011607,0.009643,0.008938,0.011351,0.008594,0.008929,0.006941,0.003043,0.003819,0.002392,0.002152,0.749319,0.013125,0.118499,0.408889,0.007727,0.25852,0.006243,0.007746,0.007708,0.018664,0.001584,0.004175,0.000249,0.52043,0.301
"Geneva, AL",0.006366,0.483791,0.005212,0.005074,0.012606,0.03483,0.006578,0.006506,0.001982,0.001197,0.001403,0.064516,0.019455,0.011094,0.005216,0.008057,0.010534,0,0.003537,0.002714,0.002018,0.001018,0.003809,0,0.005373,0.288557,0.001727,0,0.003846,0.002723,0.002107,0.300885,0.005415,0,0.00335,0.00726,0.007647,0.18648,0.000548,0.007702,0.015344,0.012648,0.013644,0.010273,0.010348,0.008369,0.010008,0.007142,0.007698,0.006412,0.007358,0.00515,0.003934,0.002079,0.001165,0.00087,0.745397,0.00961,0.105095,0.355556,0.006526,0.259104,0.005817,0.00641,0.006642,0.01677,0.003274,0.004349,0.000265,0.805376,0.216
"Greene, AL",0.002158,0.478803,0.001904,0.001579,0.003763,0.026064,0.00231,0.001859,0.000213,0.000199,0.000166,0.053763,0.007782,0.002017,0.001242,0.002279,0.001756,0.001305,0.000737,0,0.000404,0.002037,0.001029,0,0.001579,0.681592,0.002868,0,0.00303,0.001443,0.000942,0.356666,0.00195,0,0.004045,0.002184,0.002628,0.13986,0.000039,0.00238,0.008475,0.004303,0.006164,0.004475,0.001545,0.001599,0.004458,0.001632,0.001178,0.003394,0.001924,0.001382,0.001021,0.0005,0.000378,0.000177,0.595653,0.008123,0.048756,0.555556,0.00219,0.257008,0.001739,0.002074,0.002306,0.001113,0.009504,0.00033,0.000059,0.968817,0.071
"Hale, AL",0.004404,0.433915,0.003403,0.00291,0.006718,0.030835,0.004582,0.002788,0.000983,0.001463,0.001286,0.086022,0.007782,0.004202,0.002981,0.003662,0.006671,0.001957,0.001179,0.001253,0.000646,0.003055,0.001544,0,0.003343,0.442786,0.002224,0.005222,0.002448,0.001343,0.001973,0.338223,0.004115,0,0.002737,0.005011,0.004748,0.167832,0.000081,0.004281,0.011469,0.009986,0.005982,0.005639,0.005259,0.004571,0.00638,0.00557,0.003226,0.003771,0.005057,0.002705,0.001712,0.001515,0.000157,0.000265,0.636453,0.008817,0.091885,0.515556,0.003831,0.256476,0.003052,0.003642,0.004018,0.004559,0.011994,0.000485,0.000138,0.855914,0.14
"Henry, AL",0.004078,0.503741,0.003406,0.003109,0.00778,0.030616,0.00422,0.008364,0.001004,0.002793,0.003039,0.139785,0.015564,0.00437,0.003974,0.004395,0.007725,0.001305,0.003242,0.002088,0.001614,0.002037,0.002471,0,0.003421,0.308458,0.001668,0.002611,0.002587,0.002433,0.000897,0.361923,0.003779,0.000736,0.000449,0.004456,0.00486,0.247086,0.00023,0.005021,0.007373,0.011462,0.006777,0.002697,0.004921,0.005744,0.006351,0.004806,0.005069,0.003879,0.003063,0.004936,0.003604,0.001708,0.001385,0.000457,0.781349,0.005564,0.146874,0.34,0.004208,0.259068,0.003841,0.004052,0.004362,0.008648,0.006373,0.001107,0.000213,0.92043,0.119
