"Pierce, GA",18580,38.4,4896,6209,2535,2855,17830,3,207,34,3285,18,1,56,12,62,18,4,15,9,23,2,26,747,8578,9.7,35,0,123,413,61,24912,3563,41,6,6439,6476,20.1,887,5268,801,585,490,539,508,438,348,292,344,577,659,513,427,104,34,79,13369,822,35475,20.2,18758,3122,59.3,9202,9556,15860,1666,80,59,0.67,0.318
"Pike, GA",17721,38.5,4838,5911,2125,4172,17012,7,162,17,2653,2,1,53,9,32,9,4,12,6,20,2,14,407,7852,10.4,15,0,65,142,12,22768,3473,27,33,5900,5963,21.2,193,4906,240,412,200,338,371,420,331,257,326,826,768,855,283,164,190,33,15620,580,55674,12.1,17869,4181,82.7,8742,9127,15506,1837,55,56,0.684,0.307
"Polk, GA",42298,36.2,11046,14357,5637,4241,41414,8,387,94,9986,1,4,62,33,137,22,8,49,18,41,6,46,752,20336,10.6,146,0,411,950,130,29573,7454,44,280,14935,14916,19.8,4885,10908,1218,1061,1089,912,767,1190,1248,984,911,1340,1457,1283,824,425,148,94,14598,1616,37989,22.5,41475,3348,133.6,20518,20957,30492,5190,115,281,0.686,0.293
"Pulaski, GA",9897,41.1,2578,4072,1436,2651,9778,3,138,14,1096,3,3,18,3,43,1,5,12,8,13,0,25,0,4408,8.8,2,0,31,54,3,28075,1593,0,58,2907,4243,18,465,3010,508,454,242,248,259,178,224,122,173,340,287,219,278,55,14,0,12141,607,35180,23.2,12010,2422,48.2,5191,6819,7494,3824,40,105,0.86,0.137
"Putnam, GA",20495,43.5,4601,6404,3730,4149,20145,6,326,35,7922,4,11,67,23,86,12,6,24,21,27,2,26,916,9710,11.5,104,1,149,328,23,30325,2765,22,42,7666,7502,22.2,1347,6075,709,717,482,801,518,303,481,552,360,868,702,777,407,194,234,274,14308,617,41604,16.9,21218,2406,61.6,10331,10887,14024,5522,38,107,0.802,0.19
"Quitman, GA",2659,46.4,514,699,456,2556,2647,1,11,5,526,6,0,0,1,7,2,0,4,1,1,1,2,0,967,13.4,7,0,4,3,1,25983,283,0,0,933,1114,19.6,34,689,182,95,113,46,75,101,110,41,36,61,92,32,78,0,6,6,12345,166,28772,26,2513,-85,16.6,1200,1313,1265,1204,4,2,0.91,0.071
"Rabun, GA",16611,45.8,3429,4552,3525,5420,16464,8,599,65,11098,2,5,91,24,89,3,4,26,29,31,5,30,3608,6666,12.2,11,0,47,153,7,27074,2244,0,67,6060,6475,28.8,1301,4528,891,544,712,602,467,501,247,283,378,819,414,690,253,180,128,191,13628,537,36887,17.2,16276,1226,44,8025,8251,14468,156,68,116,0.541,0.444
"Randolph, GA",7180,42.8,1728,2333,1176,2146,7259,3,83,1,75,11,1,9,4,29,12,1,10,5,8,2,6,0,2677,13,9,0,48,42,0,26889,1402,18,68,2177,2706,15.1,119,2011,298,378,222,258,164,152,213,168,114,69,128,110,104,26,47,43,11868,345,26370,24.8,7719,-72,18,3552,4167,2781,4769,5,23,0.895,0.092
"Richmond, GA",199768,33.2,49305,78641,24440,4083,198079,44,3024,378,63583,4,11,315,113,787,113,80,283,215,437,42,622,30534,90965,10.3,1135,20,3542,9056,1678,44171,32716,1099,2316,63282,70867,18.2,8207,48641,9402,6162,5021,4811,5796,4730,4186,4222,3532,6382,6578,6952,3608,1516,1273,1221,13420,11135,34552,22.6,200549,774,618.4,97015,103534,76236,108633,685,3331,0.817,0.18
"Rockdale, GA",84569,36.9,22914,29829,8464,5494,81444,24,1183,40,13121,2,4,248,85,292,67,33,121,85,202,26,235,2923,39472,11.6,422,4,766,2442,372,34846,15705,300,590,27228,27439,20.4,8063,22511,1300,925,1464,1640,1373,1663,1468,1454,1128,2731,3209,3914,2492,1115,1205,578,15677,2388,51265,13.2,85215,15104,656.5,40533,44682,34826,39559,253,1516,0.78,0.218
"Schley, GA",4325,37.1,1503,1624,503,3015,4129,1,172,0,0,1,0,9,9,12,1,0,2,1,2,1,5,0,1794,14.4,12,1,15,47,3,32560,1388,4,0,1444,1396,18.6,161,1334,149,92,90,144,106,63,116,70,152,131,104,140,68,50,0,0,11908,345,38245,18.2,5010,1244,30,2407,2603,3612,1169,2,36,0.834,0.143
"Screven, GA",15054,39.5,3690,4615,2153,2356,15077,7,249,7,1229,6,0,29,15,55,14,2,16,7,13,1,18,0,6919,14.1,42,1,69,176,11,26305,2704,10,84,4955,5479,17.6,180,3854,741,384,530,412,319,349,185,257,263,439,441,468,182,61,157,50,12664,650,33711,23.6,14593,-781,22.6,7116,7477,7898,6318,46,57,0.811,0.175
"Seminole, GA",9094,43.7,2004,2505,1590,2276,9068,5,158,53,4431,5,2,6,3,48,9,3,17,5,10,0,19,274,3914,10.7,31,0,50,141,11,24468,1665,12,27,3039,3497,17.4,204,2471,386,240,346,252,222,186,222,192,165,237,311,281,113,41,22,71,14259,464,29025,27.2,8729,-640,37.1,4139,4590,5516,2916,12,35,0.844,0.145
"Spalding, GA",64708,37.2,16211,22532,8155,5398,63073,14,673,118,15129,2,0,110,61,240,31,14,88,57,87,10,132,3914,27974,13.3,286,4,805,2290,221,33022,10823,143,289,21222,22530,17.2,2451,16869,2290,1565,1687,1289,1391,1481,1402,1416,785,2112,2197,2796,1202,591,406,307,13984,3233,40231,20.4,64073,5656,326.1,31046,33027,38986,21030,213,574,0.786,0.206
"Stephens, GA",25700,40.7,5952,8519,4596,5109,25343,9,331,2,141,2,3,59,54,96,9,9,39,12,40,6,51,505,13359,10.5,61,0,167,932,32,33100,0,26,92,8624,9247,17.3,633,7236,1173,794,947,671,459,661,587,511,384,639,959,678,430,140,59,155,13741,881,32426,21,26175,740,146.1,12528,13647,22006,2845,77,178,0.607,0.375
"Stewart, GA",4558,37.3,949,2767,884,2457,4638,2,37,1,70,3,1,1,1,19,2,0,6,2,1,2,10,0,2237,10.6,29,0,31,46,3,25404,609,2,0,1456,1832,18.4,1454,1187,331,138,124,73,73,81,229,119,44,107,103,119,25,16,0,3,11598,388,28677,26.4,6058,806,13.2,3682,2376,1655,2864,11,44,0.9,0.09
"Sumter, GA",32084,33.8,8301,12394,4175,2341,32363,12,469,19,3189,17,2,49,31,146,23,13,48,20,46,9,85,324,13368,13.4,215,1,428,774,59,32432,5211,156,338,9869,11932,17,1717,8153,1724,1117,800,891,1075,664,681,749,360,801,1064,795,642,355,155,99,13502,2461,32952,29.8,32819,-381,68,15627,17192,13413,17001,106,421,0.824,0.17
"Talbot, GA",6355,45.6,1464,1896,1013,2112,6496,2,43,6,714,3,1,11,3,12,2,0,3,0,3,1,2,0,3023,8.7,3,0,7,11,0,26117,656,0,0,2178,2554,19.1,91,1904,472,274,197,62,237,59,68,192,55,269,201,196,143,38,35,4,11811,363,30105,24.9,6865,367,17.5,3245,3620,2639,4065,18,9,0.867,0.122
"Taliaferro, GA",1812,45.9,323,508,389,2619,1863,1,18,2,260,0,0,2,2,5,2,0,2,2,0,1,1,0,773,13.3,3,0,37,26,2,17606,231,0,18,656,780,19.7,35,480,162,111,64,121,36,35,34,35,8,28,15,18,30,9,18,0,11799,144,25293,31.6,1717,-360,8.8,841,876,625,1024,2,11,0.864,0.128
"Tattnall, GA",24493,36.6,5406,10577,2638,2786,23310,10,338,21,2894,12,3,33,7,73,14,7,23,8,20,3,22,0,9224,9.8,44,1,132,322,38,31769,3482,46,142,9904,7240,25.1,2502,5568,736,767,490,513,471,501,460,433,277,508,588,865,260,189,68,80,11624,996,31894,27.6,25520,3215,53.2,14860,10660,15196,7465,87,99,0.761,0.225
"Taylor, GA",8587,39.7,2178,2881,1288,2146,8654,3,88,10,1306,3,2,6,6,25,7,2,12,4,6,0,17,0,3445,13.3,22,1,26,76,11,31121,1590,10,50,2933,3058,20.1,164,2342,805,422,277,223,202,147,122,143,145,215,229,190,85,14,51,73,11250,765,29133,26.9,8906,91,23.6,4301,4605,5123,3503,6,57,0.877,0.114
"Telfair, GA",12792,39.2,3316,6424,1640,2260,13146,7,152,0,0,6,1,14,10,50,10,7,14,3,12,1,16,0,4240,17.3,51,0,60,134,8,24136,1751,12,12,6178,3822,12.4,2026,3609,848,540,418,313,310,241,184,190,105,276,325,270,122,19,27,4,11598,639,27816,33.7,16500,4706,37.7,9452,7048,8429,6017,26,96,0.811,0.173
"Terrell, GA",10320,39.6,2304,2944,1389,2377,10364,4,177,14,893,1,2,12,11,47,4,2,15,6,9,1,15,0,4340,11.1,39,1,178,70,11,27225,1515,13,14,3429,3736,16.8,157,2450,598,708,414,156,272,205,103,124,155,356,249,311,123,75,32,35,11648,853,30163,30.2,9315,-1655,27.8,4479,4836,3366,5700,18,29,0.881,0.115
"Thomas, GA",46188,39.6,11137,14433,7147,2725,45275,12,1166,72,13870,16,2,86,48,230,19,11,87,42,78,5,131,0,21199,9.4,126,1,421,1097,70,35853,8536,112,120,14886,17209,16.5,1275,11999,2433,1592,1389,1330,968,907,839,896,763,1506,1230,1554,912,578,285,515,13921,2352,33387,24.2,44720,1983,82.1,21179,23541,26081,16497,196,311,0.782,0.21
"Tift, GA",42959,34.5,10360,14858,5290,2582,41932,15,910,47,5287,8,5,93,46,229,40,14,83,40,75,11,115,956,18308,12,313,5,556,1556,137,33546,7551,79,115,13467,14481,22.3,4037,10327,1728,1226,1201,1037,913,811,885,714,516,1214,1394,1481,666,470,236,158,12804,2055,35023,27.3,40118,1711,154.9,19210,20908,23555,11618,85,512,0.759,0.227
"Toombs, GA",27959,36,7615,9075,3816,2141,27601,14,940,21,2561,10,7,46,32,158,17,12,49,26,51,7,107,174,13538,10.6,160,0,280,774,87,28643,5549,37,96,9083,10386,22.1,3055,7109,1343,1133,809,975,667,605,376,403,367,733,830,602,569,257,107,147,12809,1825,30331,28.8,27223,1156,74.8,12928,14295,16887,6767,74,200,0.762,0.225
"Towns, GA",11010,51.1,1641,2840,3180,6319,10752,6,309,59,10363,0,1,58,15,66,7,4,16,25,17,3,26,1182,5610,9.6,16,0,61,139,9,22642,1167,0,11,3886,4256,25.1,206,2981,338,279,477,375,279,322,426,272,275,639,432,345,160,125,92,133,16027,276,35791,16.6,10471,1152,62.9,4996,5475,10102,41,31,44,0.529,0.451
"Treutlen, GA",7058,36.8,1713,2410,974,2220,6907,2,49,6,1053,2,1,8,5,27,5,0,6,2,3,1,9,0,2864,12.7,22,0,27,103,3,21832,1228,0,0,2562,2568,18.3,103,1770,515,346,104,208,77,136,128,23,152,135,177,151,187,31,0,18,11324,689,29002,31.3,6885,31,34.5,3449,3436,4466,2247,14,13,0.822,0.159
"Troup, GA",64653,36.3,17802,23475,8008,3824,63414,26,1096,140,17999,7,1,132,99,278,30,19,110,62,87,11,136,3341,31401,11.4,262,3,406,1592,119,37415,12544,138,344,20722,22571,16.2,2170,17489,2621,1647,1813,1524,1716,1169,1298,1226,1122,1918,2531,2362,1163,631,363,374,13606,3037,40329,21.2,67044,8265,161.9,32215,34829,40408,22394,168,1060,0.789,0.2
"Turner, GA",9254,38.7,2203,2995,1351,2479,9374,4,128,7,1120,2,1,5,9,38,11,1,13,3,12,0,10,0,4274,13.4,9,0,21,72,8,24430,1715,29,39,3016,3520,20.2,282,2308,551,448,298,139,231,242,126,137,136,251,230,347,160,21,40,38,11030,829,29069,27.7,8930,-574,31.3,4358,4572,4820,3712,29,40,0.789,0.194
"Twiggs, GA",10111,45,1856,2661,1356,2559,10259,1,23,8,1208,2,0,12,0,16,3,1,4,1,3,2,6,0,4565,11.5,23,1,45,134,24,28355,1038,44,47,3609,4022,17.8,124,2492,415,247,287,394,260,142,109,135,148,296,261,286,76,64,21,37,12583,421,34000,23.1,9023,-1567,25.2,4398,4625,5059,3724,28,14,0.864,0.125
"Union, GA",21252,50.7,3793,5226,5458,5941,20699,6,1246,68,11958,2,1,90,27,111,19,3,27,45,43,4,60,503,10887,9.3,0,0,0,0,0,25143,3344,29,106,7960,8264,24,519,6382,998,640,593,724,508,785,650,424,485,846,940,496,518,256,158,310,15333,802,37631,17.7,21356,4067,66.3,10397,10959,20345,99,72,75,0.563,0.41
"Upson, GA",27551,40.3,6417,8857,3884,3173,27501,9,382,71,7744,4,4,38,20,84,11,10,32,16,37,4,60,427,11420,12.4,86,0,186,590,24,29748,4793,18,35,9460,10329,15.8,588,7382,1392,953,748,634,951,780,627,466,502,843,854,1068,468,130,127,42,13065,1679,33560,19.8,27153,-444,84,13024,14129,18522,7590,76,127,0.808,0.183
"Walker, GA",64983,39.7,16256,23071,9532,4301,64295,16,520,75,9347,2,1,61,57,153,21,9,55,19,55,8,55,5234,31686,9.7,362,1,481,1248,118,31250,10724,26,135,22964,24359,14.5,1113,18898,2335,1855,1673,1825,2021,1820,1552,1470,1297,2353,2558,2506,938,485,407,298,14175,2827,38497,17.4,68756,7703,154,33781,34975,63343,2829,182,297,0.53,0.455
"Walton, GA",87311,37.4,22588,29049,10540,5836,82243,18,815,45,6572,7,4,279,57,198,40,16,102,64,152,12,116,1860,40517,10.3,235,5,537,1349,182,35116,14642,104,363,28888,29794,17.8,2683,22921,1771,1670,1534,1228,1473,1223,1758,1459,1567,2866,3339,3813,2143,1341,777,541,14917,2260,50321,12.5,83768,23081,257.2,40763,43005,65677,13103,222,956,0.699,0.294
"Ware, GA",35914,38.4,8557,12673,5630,3055,35658,11,783,76,9368,11,6,76,32,227,29,13,57,27,63,3,119,1322,14732,11.3,206,2,302,1385,80,30543,6008,29,141,12685,12727,18.5,1207,9209,1828,1440,1037,1092,906,567,786,684,616,1076,1175,1254,480,208,177,109,15238,1649,31004,25,36312,829,40.7,18069,18243,23583,10721,120,279,0.75,0.232
"Warren, GA",5755,42.9,1373,1699,989,2501,5887,2,44,0,0,4,1,3,2,21,1,2,5,2,4,1,5,0,2514,17.4,2,0,1,3,0,26707,780,0,0,1906,2423,19.2,54,1582,313,219,215,156,72,300,158,300,150,127,134,127,38,46,5,18,12656,406,30056,27.4,5834,-502,20.5,2694,3140,2133,3602,10,22,0.895,0.094
"Washington, GA",20879,38.9,5046,7249,2758,2217,20608,7,383,4,127,10,4,26,20,80,8,5,25,16,20,2,34,0,7634,15.4,81,1,213,451,28,31796,3329,2,33,6698,8592,17.3,407,5269,1095,760,585,443,615,446,304,360,257,482,673,675,259,174,39,59,12260,1178,32698,24.6,21187,11,31.2,10812,10375,9339,11173,25,104,0.864,0.127
"Wayne, GA",29407,37.6,7461,10850,3604,2896,28954,7,249,3,345,12,5,79,21,129,17,8,33,19,25,6,57,0,11814,12.4,59,0,132,393,19,34983,5424,25,75,10989,9455,17.1,1719,7686,1059,789,769,696,538,589,501,369,572,673,883,1013,570,276,129,145,13418,1393,36239,23.5,30099,3534,46.9,15719,14380,21749,5996,127,161,0.732,0.247
"Webster, GA",2192,40.6,710,859,304,2266,2203,1,11,0,0,3,0,2,2,4,3,0,2,0,0,0,1,0,1131,10.3,0,0,0,0,0,27734,489,0,13,794,776,24.4,98,788,90,114,151,87,85,12,73,40,10,45,75,66,15,19,0,3,13238,79,31931,19,2799,409,13.4,1362,1437,1492,1185,0,7,0.895,0.095
"Wheeler, GA",7010,37.9,1399,3110,750,2140,6819,2,44,0,0,21,1,2,0,16,7,1,4,1,3,0,8,0,2828,10.9,1,0,23,40,8,29424,1029,0,14,3212,1985,23.6,356,1519,310,213,126,80,66,69,132,97,128,153,186,163,47,10,0,0,11703,309,28182,40.8,7421,1242,25.1,4580,2841,4405,2614,6,16,0.859,0.126
"White, GA",25294,42.3,6200,8366,4189,7200,24702,7,418,40,6938,4,2,84,28,130,14,9,25,24,41,7,33,1648,12179,10.1,77,5,153,349,40,24410,3852,11,84,9014,9121,25.5,647,7750,861,826,657,656,533,586,602,579,399,560,1218,1107,437,279,272,105,13404,829,40827,17.7,27144,7200,112.8,13269,13875,25453,457,131,124,0.524,0.463
"Whitfield, GA",93698,34,29283,37747,10400,4680,92292,33,1764,70,9121,2,3,137,281,464,87,27,152,72,160,14,194,3930,43116,12,382,1,637,2252,135,42773,20146,189,383,31080,31283,24,32471,26090,2413,2064,2288,2262,2152,1988,1579,1725,1906,2870,2906,2986,1761,949,891,712,14193,3272,40050,23.1,102599,19074,353.2,51118,51481,63818,3845,658,1330,0.533,0.454
"Wilcox, GA",8895,39.7,1787,3603,1252,2235,8721,7,139,0,0,6,2,9,4,23,4,0,10,1,1,0,13,0,3020,12.5,10,1,34,18,3,25911,1316,0,37,4035,2648,18.7,338,2027,480,226,309,132,208,167,164,139,100,102,176,275,59,57,0,25,10857,523,30792,30.2,9255,678,24.5,5436,3819,5544,3252,16,42,0.868,0.118
"Wilkes, GA",10268,43.4,2356,3150,2040,2626,10292,5,264,17,3004,11,1,18,16,50,10,2,16,5,17,0,25,0,4345,11.7,45,0,31,74,3,27673,1744,69,14,3535,4054,17.1,361,2841,637,512,280,287,240,227,212,211,187,255,402,371,89,82,51,20,11747,726,29587,23.2,10593,-94,22.6,5169,5424,5495,4535,18,52,0.821,0.165
"Wilkinson, GA",10076,41.1,2324,2909,1528,2230,10044,3,135,2,351,6,1,18,15,25,10,2,6,0,7,1,14,0,4416,12,13,0,31,82,10,39956,1673,39,41,3352,3687,21.4,214,2638,594,214,246,238,246,244,267,162,183,296,357,403,107,62,38,65,13781,438,34660,20.9,9563,-657,21.4,4582,4981,5529,3672,29,31,0.833,0.155
"Worth, GA",21214,39.7,5343,7011,2979,2423,21351,4,175,69,9427,5,2,34,14,63,8,2,19,11,13,1,28,33,9977,11.4,23,1,130,289,28,24801,3726,37,45,7241,7780,17.9,335,6032,864,659,671,450,551,711,355,492,478,423,884,761,376,175,66,109,13132,1179,36005,20.5,21679,-288,38,10397,11282,15044,5978,58,74,0.794,0.193
"Ada, ID",384656,34.8,103706,149214,39263,4199,368791,146,6148,1285,292054,15,34,1518,379,1439,296,226,1030,746,1597,147,1344,40348,194943,8.9,892,6,1827,6449,335,46447,69036,2168,2905,126298,126079,13.9,27905,99282,7197,6516,5865,6668,7668,7752,7071,6957,6638,13953,16987,19774,11673,6626,5715,4659,15492,7399,53828,11.8,392365,91461,372.8,196501,195864,339332,4441,2610,9407,0.182,0.431
"Bannock, ID",82539,31.4,22714,31899,9161,1503,80428,27,735,140,18314,3,5,242,54,332,62,35,153,96,159,18,317,3587,39931,8.5,237,1,328,1946,83,31345,13899,458,784,25016,26567,13.8,5587,20836,1799,2347,2225,2137,1639,1867,1459,1451,1645,2481,3152,3682,1801,635,482,500,16405,2742,44451,14.5,82839,7274,74.5,41298,41541,71566,625,2619,1079,0.495,0.227
"Bear Lake, ID",5774,40.5,1636,1614,1003,1304,5859,4,102,27,6710,0,3,16,4,31,9,2,10,7,2,0,14,0,3231,6.6,6,0,18,85,2,21794,1128,0,1,2098,2228,14.8,216,1661,196,155,77,177,129,140,161,214,148,228,297,304,98,52,33,0,16333,136,42199,13,5986,-425,6.1,2972,3014,5671,6,29,22,0.241,0.219
"Benewah, ID",9258,44.8,2201,2473,1652,1624,9246,4,90,19,2452,43,1,35,10,36,18,5,12,5,11,0,15,0,4220,14,33,1,14,36,5,33084,1556,10,34,3428,3382,14.2,235,2571,341,236,351,213,270,251,252,329,129,374,352,345,142,39,22,22,15268,310,36635,16.3,9285,114,12,4732,4553,7919,28,809,27,0.067,0.061
"Bingham, ID",44668,31.8,15048,14751,4830,1738,43635,10,285,61,6420,6,5,187,44,108,57,9,54,26,51,7,95,0,23005,7.3,49,2,100,559,36,30981,9952,115,195,13867,14047,17.5,7864,11731,1180,931,665,778,976,919,705,932,786,1395,1546,1571,842,329,195,236,14770,1222,43262,15.9,45607,3872,21.8,22885,22722,34176,105,2970,285,0.044,0.764
"Blaine, ID",22328,40.4,5203,6883,2444,1611,21775,17,633,24,25139,3,4,321,39,186,14,24,72,98,164,8,80,9782,12618,9.6,60,0,129,195,26,34784,3290,2,85,8390,7778,23.2,4272,5575,535,158,299,699,725,305,187,460,377,826,925,1185,869,471,422,390,15909,79,62717,8,21376,2385,8.1,10886,10490,16669,39,125,183,0.683,0.316
"Boise, ID",7445,48.4,1509,1651,962,1498,7467,0,0,24,5054,6,2,31,5,18,6,1,2,6,9,1,6,1039,3395,10,11,0,52,80,4,22972,994,0,31,2999,2590,22.6,249,2051,243,183,111,147,227,117,132,176,118,198,447,378,170,142,77,13,15093,160,49056,12.8,7028,358,3.7,3671,3357,6552,15,55,29,0.321,0.457
"Bonneville, ID",101329,31.7,32794,36107,10877,2026,96238,28,1217,325,34072,5,5,435,130,480,85,50,225,133,408,19,496,5463,50526,7,314,2,506,1891,134,33526,20730,473,412,32055,32295,14.2,11912,26787,1783,1591,1829,2315,2048,2062,2064,1969,1625,3243,3910,4492,2368,1220,1166,776,15967,2567,49446,11.9,104234,21712,55.9,51996,52238,88873,585,790,856,0.461,0.29
"Boundary, ID",10951,42.8,2812,2956,1659,3813,10748,3,120,29,6063,29,2,86,24,46,34,5,12,6,24,5,38,168,4756,15.6,9,0,31,72,6,26655,1591,33,38,3886,4169,18.8,402,2976,544,402,263,424,143,206,195,178,146,510,443,334,144,12,24,24,14892,362,38618,15.9,10972,1101,8.6,5549,5423,10110,29,189,62,0.396,0.066
"Butte, ID",2764,41.7,815,721,490,1497,2769,2,22,1,120,0,1,2,3,15,4,1,5,6,4,1,7,0,1498,6.5,19,0,7,1,1,76589,465,10,0,1053,1054,20.6,119,788,122,92,103,130,83,95,52,57,79,63,73,124,88,34,26,0,16255,41,40650,14.4,2891,-8,1.3,1485,1406,2713,6,13,5,0.204,0.052
"Camas, ID",1109,44.3,240,326,139,1225,1040,1,7,4,594,0,0,7,3,2,1,0,1,0,0,0,3,0,571,12.6,2,0,9,16,1,21582,162,0,5,387,349,26.6,75,326,12,24,13,29,24,50,14,9,26,51,40,55,23,30,3,0,14907,29,47758,10.3,1117,126,1,582,535,1008,3,6,1,0.122,0.579
"Canyon, ID",186615,31.6,59492,68285,19694,6122,176820,46,1480,360,48829,15,5,723,214,480,178,34,233,158,263,30,339,4594,84678,11.3,522,1,982,3224,330,29222,35427,479,812,58424,59490,19.4,45069,47481,3534,4017,3897,3958,4189,4195,3963,3991,3299,6538,7315,6349,2662,937,762,832,14848,6482,39457,18.2,188923,57482,321.6,93506,95417,136553,1077,2028,1519,0.818,0.173
"Caribou, ID",6914,37.7,2016,2013,1039,1078,6888,3,74,7,968,0,7,30,9,35,9,5,10,4,10,0,18,0,3782,8,6,0,11,42,3,37259,1507,0,42,2520,2368,14.6,336,1936,96,109,182,236,163,219,119,284,100,250,324,347,175,51,21,11,16678,173,51060,10.9,6963,-341,3.9,3509,3454,6481,4,23,15,0.3,0.47
"Clark, ID",952,32.7,308,318,114,877,984,0,0,2,105,0,0,1,3,4,0,1,1,0,2,0,2,0,558,9,0,0,5,11,0,26552,210,0,0,367,334,28.4,398,243,29,12,41,38,28,8,56,36,30,32,49,13,7,8,0,0,12191,7,41580,16.1,982,-40,0.6,543,439,558,7,10,5,0.352,0.318
"Clearwater, ID",8043,49,1556,2308,1735,2071,8192,3,83,20,2455,20,4,28,20,41,9,7,11,6,12,2,28,236,3372,15.5,30,0,57,150,9,27828,1221,21,11,3660,2968,15.1,268,2397,189,248,209,305,251,278,248,271,253,341,386,392,175,67,41,48,15999,222,39800,16.5,8761,-169,3.6,4739,4022,8063,18,194,61,0.341,0.106
"Custer, ID",4240,48,858,1146,723,2359,4129,3,45,12,1810,0,2,30,3,27,3,5,6,7,10,0,9,578,2557,7.4,11,0,7,63,0,28918,648,7,56,1666,1564,19,176,1244,195,192,76,151,134,103,92,91,38,259,155,284,124,38,25,12,13838,88,41773,13.4,4368,26,0.9,2318,2050,4108,8,27,10,0.169,0.088
"Elmore, ID",28820,30,7675,10847,2526,1378,28791,6,139,37,7876,3,5,56,8,73,33,6,35,13,22,5,52,0,11392,9.3,55,0,58,388,16,43101,4926,118,161,10410,8838,20.4,4118,7135,611,269,445,779,884,730,547,677,464,938,1276,1115,585,116,135,101,12817,535,41922,13.8,27038,-2092,8.8,13971,13067,20305,733,270,768,0.074,0.664
"Franklin, ID",12676,31.5,4498,3953,1550,2076,12272,4,99,52,7843,3,5,60,22,41,20,5,17,11,18,2,27,200,5854,5.8,7,0,17,107,3,28204,3087,15,6,4007,3909,19,838,3259,240,210,215,211,307,364,235,243,261,326,559,520,125,80,45,78,16738,254,45404,10.6,12786,1457,19.3,6486,6300,11743,28,53,15,0.581,0.403
"Fremont, ID",12691,33.5,4154,4143,1643,1883,12537,6,93,52,8160,6,6,75,13,34,24,1,12,6,12,0,19,690,5736,10.1,7,0,26,108,1,24312,2467,24,76,4402,4194,25.2,1694,3436,236,252,349,165,394,307,355,189,177,529,478,492,216,68,98,63,15334,280,41316,14.9,13242,1423,7.1,6963,6279,11273,46,93,29,0.172,0.432
"Gooding, ID",14430,34.3,4563,5047,2161,3980,14320,7,144,12,2299,5,6,63,23,41,27,2,17,10,24,1,31,448,8961,7.1,33,0,42,93,15,44065,3075,21,23,5507,4871,22.6,4344,3927,445,339,490,396,483,354,374,323,370,585,513,348,157,30,104,90,13433,90,36298,16.5,15464,1309,21.2,7999,7465,10758,37,127,72,0.444,0.349
"Jefferson, ID",24802,30,9287,8720,2225,2077,22892,6,192,65,10433,8,2,125,30,49,33,6,18,14,30,1,35,0,11622,7.7,25,0,77,207,15,25057,5956,78,34,7413,7080,21.5,2641,6698,366,317,283,417,440,507,449,501,362,982,775,1008,463,241,124,87,14187,342,50649,11.1,26140,6985,23.9,13114,13026,22925,52,203,103,0.237,0.153
"Jerome, ID",21262,31.7,6948,7821,2427,3439,20142,7,170,54,7176,13,3,78,18,73,68,8,19,23,27,3,37,695,10328,8.5,36,3,81,220,23,42061,4253,36,33,6962,6549,22.7,6929,5656,385,402,401,525,665,493,453,349,411,671,736,628,329,75,121,47,14345,565,39636,15.4,22374,4032,37.5,11429,10945,14958,62,302,76,0.096,0.077
"Kootenai, ID",139390,38.9,34244,45998,20251,4057,133461,48,1837,627,102368,60,13,786,231,576,105,83,266,232,463,51,468,27292,71444,11,648,2,704,2126,173,32527,21053,235,313,47602,48643,15.8,5268,37316,2994,3274,3003,3275,3414,3424,3355,3115,2528,5063,5859,6433,3089,1228,1020,1072,15358,3720,47196,13.8,138494,29809,111.3,68257,70237,127454,416,1781,961,0.068,0.759
"Latah, ID",38046,28.3,6969,18299,3957,2077,37511,13,429,107,15263,36,3,110,27,149,22,25,56,50,81,13,73,681,17174,7.9,40,0,126,587,28,29132,5048,627,714,9911,9964,19.9,1326,8241,1872,1002,1118,1287,937,701,703,679,507,1114,1591,1245,708,290,250,196,16121,771,38817,18.4,37244,2309,34.6,19163,18081,33746,293,237,781,0.839,0.161
"Lemhi, ID",7908,49.7,1576,1858,1627,1586,7818,3,86,20,1721,2,3,48,12,47,11,5,7,16,24,2,30,586,3807,10.5,7,0,18,17,1,21545,1070,0,3,3008,2993,16.5,181,2267,414,220,315,197,240,168,152,136,224,342,391,264,144,9,44,69,12455,231,34890,18.5,7936,130,1.7,4049,3887,7543,18,57,30,0.181,0.388
"Lincoln, ID",4645,32,1699,1731,526,2146,4533,1,13,3,411,0,3,27,4,11,8,0,3,4,5,1,8,0,2605,13.4,2,0,1,3,1,31197,1027,4,9,1732,1589,27.3,1476,1271,81,89,58,191,126,112,83,97,157,163,259,207,63,51,6,9,13833,81,46100,12.2,5208,1164,4.3,2691,2517,3607,19,38,20,0.416,0.363
"Madison, ID",38440,22.6,9748,21406,2254,2733,37120,8,242,249,34786,8,5,126,27,127,40,9,45,54,67,7,91,981,16450,6.6,30,0,60,239,12,26454,6095,141,151,6770,7965,22.8,2218,7887,1067,884,809,946,656,592,463,350,621,660,988,1005,495,180,163,125,15116,742,35400,28.9,37536,10069,80,18186,19350,34218,185,99,352,0.271,0.076
